lhs	op	rhs	group	est.std	se	z	pvalue	ci.lower	ci.upper
DevAdj	~~	QualEngag	1	0.652764617196409	0.0311086742082771	20.9833634447439	0	0.591792736141396	0.713736498251422
EmoDiss	~~	QualEngag	1	-0.279471743373714	0.0227649341780329	-12.2764134167096	0	-0.324090194473083	-0.234853292274344
sbvalued	~1		1	3.4713384256318	0.0598335919326416	58.0165474528038	0	3.35406674037816	3.58861011088545
sbmyself	~1		1	3.43622932697531	0.0587901553669769	58.4490601449487	0	3.32100273981052	3.5514559141401
sbcommunity	~1		1	3.49423177663142	0.0609401581684498	57.3387382253378	0	3.37479126140908	3.61367229185376
pganalyze	~1		1	4.16672632719011	0.0703427554792788	59.2346190990133	0	4.02885705987742	4.30459559450281
pgthink	~1		1	4.36476769304031	0.0753109660377344	57.9566021082953	0	4.21716091196544	4.51237447411519
pgwork	~1		1	4.18681219158511	0.0699335512738221	59.8684338965115	0	4.04974494977744	4.32387943339279
pgvalues	~1		1	4.0027528532257	0.0673360471429023	59.4444286985091	0	3.87077662596432	4.13472908048708
pgprobsolve	~1		1	4.33818513563856	0.0768890635682092	56.4213547976183	0	4.18748534023986	4.48888493103726
SEacademic	~1		1	3.61479503553427	0.0619505956051582	58.3496413589491	0	3.49337409932735	3.73621597174118
SEwellness	~1		1	3.50904957576525	0.0596153912616403	58.8614701925668	0	3.39220555596817	3.62589359556233
SEnonacad	~1		1	3.32804082498861	0.0550428594136119	60.4627168799591	0	3.22015880293183	3.43592284704539
SEactivities	~1		1	3.27716867839266	0.0548475270635047	59.750527577993	0	3.1696695007071	3.38466785607821
SEdiverse	~1		1	3.41967734501661	0.0563113318278095	60.728049470991	0	3.30930916271262	3.5300455273206
sameinst	~1		1	4.27182483926652	0.0740476212729676	57.6902372531179	0	4.12669416843065	4.4169555101024
evalexp	~1		1	4.22927968029992	0.0716785438230216	59.0034263355328	0	4.08879231594252	4.36976704465732
MHWdacad	~1		1	3.59326915435671	0.0637404695624381	56.3734340054847	0	3.46834012965666	3.71819817905676
MHWdlonely	~1		1	3.72056968634617	0.0634336546639145	58.6529296799715	0	3.59624200779715	3.8448973648952
MHWdmental	~1		1	3.74441512341005	0.0642247216447807	58.3017727055317	0	3.61853698206917	3.87029326475093
MHWdexhaust	~1		1	3.73337966930263	0.0631004278829939	59.1656791333551	0	3.6097051032429	3.85705423536237
MHWdsleep	~1		1	3.69044326094844	0.0624503919600023	59.0939967728636	0	3.56804274188643	3.81284378001046
MHWdfinancial	~1		1	3.4535096286164	0.061163025896048	56.4640087376636	0	3.33363230067465	3.57338695655814
QIadmin	~1		1	4.1975476369807	0.0729796152611155	57.5167137009724	0	4.05451021946332	4.34058505449807
QIstudent	~1		1	4.33880718874674	0.075068563802901	57.7979245765066	0	4.19167550732191	4.48593887017158
QIadvisor	~1		1	4.35475179656771	0.0771485273962279	56.4463372606206	0	4.2035434614108	4.50596013172462
QIfaculty	~1		1	4.43431073927401	0.0749353077289063	59.1751855522637	0	4.28744023495493	4.58118124359309
QIstaff	~1		1	4.3288519953937	0.0724059244043895	59.7858812107268	0	4.18693899129376	4.47076499949363
Belong	~1		1	0	0	NA	NA	0	0
Gains	~1		1	0	0	NA	NA	0	0
SupportEnv	~1		1	0	0	NA	NA	0	0
Satisf	~1		1	0	0	NA	NA	0	0
DevAdj	~1		1	0	0	NA	NA	0	0
EmoDiss	~1		1	0	0	NA	NA	0	0
QualEngag	~1		1	0	0	NA	NA	0	0
Belong	=~	sbvalued	2	0.87335479265148	0.00780293613614427	111.926430950265	0	0.858061318850972	0.88864826645199
Belong	=~	sbmyself	2	0.849128250902639	0.00827738577669187	102.584109743161	0	0.832904872894178	0.865351628911099
Belong	=~	sbcommunity	2	0.893523625186338	0.00710075867412429	125.834951755565	0	0.879606393922144	0.907440856450532
Gains	=~	pganalyze	2	0.728486708557606	0.0120400750336866	60.5051635076519	0	0.70488859512042	0.752084821994791
Gains	=~	pgthink	2	0.790746090715129	0.0110952040053967	71.2691799385132	0	0.768999890463427	0.812492290966831
Gains	=~	pgwork	2	0.753966921041615	0.0117611341151904	64.1066510811918	0	0.730915521758497	0.777018320324734
Gains	=~	pgvalues	2	0.722236211833945	0.0124320683202127	58.0946141246422	0	0.697869805672987	0.746602617994903
Gains	=~	pgprobsolve	2	0.761979514456247	0.011466422689949	66.4531157676722	0	0.739505738952434	0.78445328996006
SupportEnv	=~	SEacademic	2	0.8319404203671	0.00863828653814748	96.30850015141	0	0.815009689864193	0.848871150870006
SupportEnv	=~	SEwellness	2	0.821171048789409	0.0089113586264694	92.1488050486808	0	0.803705106828209	0.83863699075061
SupportEnv	=~	SEnonacad	2	0.78715522494557	0.00970789288526933	81.0840451422771	0	0.768128104524669	0.80618234536647
SupportEnv	=~	SEactivities	2	0.747448586695504	0.0111203691605605	67.2143681476338	0	0.725653063646015	0.769244109744992
SupportEnv	=~	SEdiverse	2	0.790676838870297	0.0104918700883639	75.3609063218583	0	0.770113151366631	0.811240526373963
Satisf	=~	sameinst	2	0.881371151594539	0.0183428225541619	48.04991974338	0	0.845419880013573	0.917322423175506
Satisf	=~	evalexp	2	0.85374719910102	0.0184277937099648	46.3293225731823	0	0.817629387114956	0.889865011087085
DevAdj	=~	Belong	2	0.52074426240763	0.0222447133525142	23.4097987308419	0	0.477145425390285	0.564343099424976
DevAdj	=~	Gains	2	0.236775493263827	0.0266048077430873	8.89972577702044	0	0.184631028271764	0.288919958255891
DevAdj	=~	SupportEnv	2	0.472770099370297	0.0237968907008072	19.8668853554998	0	0.426129050652679	0.519411148087916
DevAdj	=~	Satisf	2	0.469993942978299	0.0246890213062995	19.0365562550014	0	0.42160435040441	0.518383535552188
EmoDiss	=~	MHWdacad	2	0.91509989831767	0.00407261711834318	224.695784486107	0	0.907117715442896	0.923082081192444
EmoDiss	=~	MHWdlonely	2	0.93369106235841	0.00348556194171269	267.87389751554	0	0.92685948648677	0.940522638230051
EmoDiss	=~	MHWdmental	2	0.945801712658321	0.0029330617949101	322.462252346548	0	0.940053017175867	0.951550408140776
EmoDiss	=~	MHWdexhaust	2	0.939895234789147	0.0032199041570628	291.901618477527	0	0.933584338607633	0.946206130970661
EmoDiss	=~	MHWdsleep	2	0.927146475127034	0.00375383712548743	246.986335350564	0	0.91978908955725	0.934503860696819
EmoDiss	=~	MHWdfinancial	2	0.877535565480516	0.00561298801274824	156.340181644332	0	0.866534311129875	0.888536819831158
QualEngag	=~	QIadmin	2	0.886759592830309	0.00540025873536291	164.206871612183	0	0.8761752802018	0.897343905458818
QualEngag	=~	QIstudent	2	0.895641210557598	0.00504050802153141	177.688678746609	0	0.885761996371612	0.905520424743585
QualEngag	=~	QIadvisor	2	0.916404249009474	0.00436280074604683	210.049530646073	0	0.907853316675497	0.92495518134345
QualEngag	=~	QIfaculty	2	0.93188356206828	0.00369519931518527	252.187631189133	0	0.92464110449482	0.939126019641741
QualEngag	=~	QIstaff	2	0.909411281401788	0.00444272184086379	204.696875918969	0	0.900703706600366	0.918118856203211
sbvalued	~~	sbvalued	2	0.23725140615269	0.0136294633404042	17.4072448949156	0	0.210538148876888	0.263964663428491
sbmyself	~~	sbmyself	2	0.278981213519025	0.014057123881224	19.8462513296663	0	0.251429756985609	0.306532670052442
sbcommunity	~~	sbcommunity	2	0.201615531233865	0.0126893910208667	15.8885111903577	0	0.17674478184722	0.22648628062051
pganalyze	~~	pganalyze	2	0.469307115454906	0.0175420694164091	26.7532355684279	0	0.434925291184443	0.50368893972537
pgthink	~~	pgthink	2	0.374720620018742	0.0175469787337505	21.355278632554	0	0.340329173663101	0.409112066374383
pgwork	~~	pgwork	2	0.431533881975027	0.0177350120983691	24.3323139325465	0	0.396773896996841	0.466293866953212
pgvalues	~~	pgvalues	2	0.478374854315753	0.0179577797175497	26.6388641491269	0	0.443178252827052	0.513571455804454
pgprobsolve	~~	pgprobsolve	2	0.419387219549022	0.0174743584263928	24.0001497803543	0	0.385138106380348	0.453636332717696
SEacademic	~~	SEacademic	2	0.307875136959414	0.0143730793240866	21.4202628412043	0	0.279704419137267	0.336045854781561
SEwellness	~~	SEwellness	2	0.325678108630102	0.0146354992249972	22.2526135681009	0	0.296993057253343	0.35436316000686
SEnonacad	~~	SEnonacad	2	0.38038665184089	0.0152832370913243	24.8891415848558	0	0.350432057574708	0.410341246107072
SEactivities	~~	SEactivities	2	0.441320610246894	0.0166238083827198	26.5475034412475	0	0.408738544530868	0.47390267596292
SEdiverse	~~	SEdiverse	2	0.374830136474074	0.0165913571084126	22.591891309724	0	0.342311674086943	0.407348598861206
sameinst	~~	sameinst	2	0.223184893136916	0.0323336693109178	6.90255383608921	5.1076920470905e-12	0.159812065799489	0.286557720474342
evalexp	~~	evalexp	2	0.271115720027162	0.0314653547311123	8.61632491811981	0	0.209444757993405	0.33278668206092
MHWdacad	~~	MHWdacad	2	0.16259217609899	0.00745370305375263	21.8136106209827	0	0.147983186562178	0.177201165635801
MHWdlonely	~~	MHWdlonely	2	0.128221000072023	0.00650887572855503	19.6994082264477	0	0.115463838064208	0.140978162079838
MHWdmental	~~	MHWdmental	2	0.105459120332586	0.0055481896080009	19.0078436001009	0	0.0945848685215053	0.116333372143668
MHWdexhaust	~~	MHWdexhaust	2	0.116596947620654	0.00605274512819595	19.2634821310255	0	0.10473378516179	0.128460110079519
MHWdsleep	~~	MHWdsleep	2	0.140399413659515	0.00696071361640661	20.1702614698283	0	0.126756665664661	0.15404216165437
MHWdfinancial	~~	MHWdfinancial	2	0.229931331316791	0.00985119325344883	23.3404548465531	0	0.210623347335287	0.249239315298295
QIadmin	~~	QIadmin	2	0.213657424523424	0.00957746219340595	22.3083547821808	0	0.194885943561054	0.232428905485794
QIstudent	~~	QIstudent	2	0.197826821950919	0.00902897313974929	21.9102237750607	0	0.180130359779631	0.215523284122208
QIadvisor	~~	QIadvisor	2	0.160203252397383	0.0079961779453069	20.0349783975742	0	0.144531031610608	0.175875473184158
QIfaculty	~~	QIfaculty	2	0.131593026746933	0.00688699087125958	19.1074780273182	0	0.118094772677408	0.145091280816458
QIstaff	~~	QIstaff	2	0.172971121259158	0.0080805230128842	21.405931396193	0	0.157133587177658	0.188808655340658
Belong	~~	Belong	2	0.728825413169533	0.0231676138865293	31.4588035150787	0	0.683417724344205	0.77423310199486
Gains	~~	Gains	2	0.943937365789671	0.0125987326493122	74.9231999808493	0	0.91924430354617	0.968630428033172
SupportEnv	~~	SupportEnv	2	0.776488433141399	0.0225009171454851	34.5091903641451	0	0.732387445917129	0.82058942036567
Satisf	~~	Satisf	2	0.779105693563712	0.0232073812199225	33.5714610011613	0	0.733620062197172	0.824591324930251
DevAdj	~~	DevAdj	2	1	0	NA	NA	1	1
EmoDiss	~~	EmoDiss	2	1	0	NA	NA	1	1
QualEngag	~~	QualEngag	2	1	0	NA	NA	1	1
DevAdj	~~	EmoDiss	2	-0.757780605328322	0.0248517624643925	-30.4920267290526	0	-0.806489164710875	-0.709072045945768
DevAdj	~~	QualEngag	2	0.597178765025376	0.0294823602393681	20.2554598809887	0	0.539394400776979	0.654963129273774
EmoDiss	~~	QualEngag	2	-0.207371311863677	0.0222611025283307	-9.31541066305072	0	-0.251002271075359	-0.163740352651996
sbvalued	~1		2	3.42562845103292	0.0528336972170658	64.8379468307663	0	3.32207630731738	3.52918059474846
sbmyself	~1		2	3.38036657492354	0.0531249513345489	63.6304879346813	0	3.27624358362738	3.4844895662197
sbcommunity	~1		2	3.45601053422972	0.05234078035652	66.0290219345041	0	3.35342448980822	3.55859657865122
pganalyze	~1		2	4.0894429334771	0.0621586651070136	65.7903918373509	0	3.96761418854026	4.21127167841393
pgthink	~1		2	4.46563691591595	0.0692478443178385	64.4877390755915	0	4.32991363504595	4.60136019678595
pgwork	~1		2	4.25055056060514	0.0710924193980595	59.7890829513838	0	4.11121197901113	4.38988914219915
pgvalues	~1		2	4.01447403578048	0.0627119552328953	64.0144932632351	0	3.89156086212391	4.13738720943704
pgprobsolve	~1		2	4.34568638569522	0.0648262380457664	67.0359181204874	0	4.2186292938723	4.47274347751814
SEacademic	~1		2	3.75355451506825	0.0603767975568278	62.168824233106	0	3.635218166355	3.8718908637815
SEwellness	~1		2	3.58094534769733	0.0575797962644196	62.1910041371597	0	3.46809102078191	3.69379967461274
SEnonacad	~1		2	3.50784226833089	0.0551097300608018	63.6519588185377	0	3.39982918221399	3.61585535444778
SEactivities	~1		2	3.44302272677246	0.0549879732970609	62.6141048729375	0	3.33524827952737	3.55079717401755
SEdiverse	~1		2	3.49663803724869	0.0568421698092673	61.5148585809019	0	3.38522943161942	3.60804664287796
sameinst	~1		2	4.42247401807135	0.0731355009137478	60.4695936011566	0	4.27913107028911	4.56581696585359
evalexp	~1		2	4.47020777356679	0.072666776397118	61.5165278439967	0	4.32778350895581	4.61263203817777
MHWdacad	~1		2	3.32730838761193	0.0552743863969522	60.1962066791101	0	3.21897258100635	3.43564419421751
MHWdlonely	~1		2	3.3405024862372	0.055436785417978	60.2578677867185	0	3.23184838339929	3.44915658907511
MHWdmental	~1		2	3.4409484905328	0.0563214796563843	61.0947814497404	0	3.33056041885028	3.55133656221532
MHWdexhaust	~1		2	3.38597036386048	0.0546375874954678	61.9714471130583	0	3.27888266016721	3.49305806755375
MHWdsleep	~1		2	3.33873734407151	0.0556841973107286	59.9584353428085	0	3.22959832283446	3.44787636530856
MHWdfinancial	~1		2	3.15012508523744	0.0527171164885165	59.7552615747418	0	3.04680143555115	3.25344873492374
QIadmin	~1		2	4.54648995076378	0.0737439075530452	61.6524144383509	0	4.40195454788056	4.691025353647
QIstudent	~1		2	4.56129214121683	0.0743638664223594	61.3374796209541	0	4.41554164127785	4.7070426411558
QIadvisor	~1		2	4.67408812713111	0.0730215470121996	64.009711083637	0	4.5309685248918	4.81720772937042
QIfaculty	~1		2	4.70605550479822	0.0726181913913308	64.805462854863	0	4.56372646504878	4.84838454454767
QIstaff	~1		2	4.67139888034535	0.0718739605891064	64.9943156333224	0	4.53052850616445	4.81226925452625
Belong	~1		2	0	0	NA	NA	0	0
Gains	~1		2	0	0	NA	NA	0	0
SupportEnv	~1		2	0	0	NA	NA	0	0
Satisf	~1		2	0	0	NA	NA	0	0
DevAdj	~1		2	0	0	NA	NA	0	0
EmoDiss	~1		2	0	0	NA	NA	0	0
QualEngag	~1		2	0	0	NA	NA	0	0
