lhs	op	rhs	group	est.std	se	z	pvalue	ci.lower	ci.upper
SEacademic	~~	SEacademic	1	0.316145744571737	0.0228882559968381	13.8125746503102	0	0.271285587149001	0.361005901994472
SEwellness	~~	SEwellness	1	0.331798730564714	0.0232967844414729	14.2422543934452	0	0.286137872103834	0.377459589025593
SEnonacad	~~	SEnonacad	1	0.421225691312982	0.0260513979259595	16.1690244995737	0	0.37016588963118	0.472285492994784
SEactivities	~~	SEactivities	1	0.42085515896371	0.0255956229205103	16.4424659743862	0	0.370688659877642	0.471021658049778
SEdiverse	~~	SEdiverse	1	0.393771089331442	0.0249484973403026	15.7833589718981	0	0.344872933076056	0.442669245586829
sameinst	~~	sameinst	1	0.322474791545214	0.0391580923716683	8.23520176837141	2.22044604925031e-16	0.245726340793451	0.399223242296976
evalexp	~~	evalexp	1	0.142989458269691	0.0420906464869539	3.39717895076785	0.000680844272535897	0.0604933070692536	0.225485609470128
MHWdacad	~~	MHWdacad	1	0.159351081527849	0.0136327109084274	11.6888770398074	0	0.132631459135685	0.186070703920013
MHWdlonely	~~	MHWdlonely	1	0.120992364072073	0.0105223049543921	11.4986559120367	0	0.100369025327118	0.141615702817029
MHWdmental	~~	MHWdmental	1	0.112966164539238	0.0107358446388471	10.5223360005114	0	0.0919242957034805	0.134008033374996
MHWdexhaust	~~	MHWdexhaust	1	0.110668672587267	0.00988257252538436	11.1983668526594	0	0.0912991863629088	0.130038158811626
MHWdsleep	~~	MHWdsleep	1	0.134143913172229	0.0116927287663121	11.4724215239398	0	0.111226585909262	0.157061240435196
MHWdfinancial	~~	MHWdfinancial	1	0.209311173821984	0.0154773436327616	13.523714326464	0	0.178976137725421	0.239646209918547
QIadmin	~~	QIadmin	1	0.208687953293702	0.0145766603949257	14.3165819632012	0	0.180118223904776	0.237257682682628
QIstudent	~~	QIstudent	1	0.164464864170319	0.0117117943670422	14.0426700654116	0	0.141510169016578	0.187419559324061
QIadvisor	~~	QIadvisor	1	0.157923166959734	0.0118910144083659	13.2808826510737	0	0.13461720697969	0.181229126939778
QIfaculty	~~	QIfaculty	1	0.147090723771055	0.0113707332124508	12.9359049256378	0	0.124804496196838	0.169376951345272
QIstaff	~~	QIstaff	1	0.187712216779307	0.0132922430338605	14.1219368545347	0	0.161659899159187	0.213764534399427
Belong	~~	Belong	1	0.740947757041587	0.0359818183014047	20.5922822141721	0	0.67042468907257	0.811470825010604
Gains	~~	Gains	1	0.936763411546429	0.0214974954063787	43.5754674597336	0	0.894629094792112	0.978897728300747
SupportEnv	~~	SupportEnv	1	0.74387755069099	0.0366170072556817	20.315083247978	0	0.672109535248212	0.815645566133767
Satisf	~~	Satisf	1	0.67012433703655	0.0368608530944089	18.1798379793385	0	0.597878392532087	0.742370281541013
DevAdj	~~	DevAdj	1	1	0	NA	NA	1	1
EmoDiss	~~	EmoDiss	1	1	0	NA	NA	1	1
QualEngag	~~	QualEngag	1	1	0	NA	NA	1	1
DevAdj	~~	EmoDiss	1	-0.835614874446262	0.0335920693029349	-24.875361708463	0	-0.901454120446188	-0.769775628446336
DevAdj	~~	QualEngag	1	0.597500436169634	0.0393223798211796	15.1949205232948	0	0.520429987933717	0.67457088440555
EmoDiss	~~	QualEngag	1	-0.272844685212603	0.0334861291326183	-8.14799119157758	4.44089209850063e-16	-0.338476292294193	-0.207213078131014
sbvalued	~1		1	3.07619322547051	0.0755439667851006	40.7205678544964	0	2.92812977132243	3.2242566796186
sbmyself	~1		1	3.02370764701709	0.073480840070581	41.1496064023317	0	2.87968784692501	3.16772744710918
sbcommunity	~1		1	3.05186098243116	0.0749012517521829	40.745126563819	0	2.90505722659992	3.19866473826241
pganalyze	~1		1	4.12110678660051	0.1066070951161	38.6569653934614	0	3.91216071967652	4.3300528535245
pgthink	~1		1	4.35922896478418	0.118132223091791	36.9012691939012	0	4.12769406211062	4.59076386745774
pgwork	~1		1	4.40165245907816	0.108938280237427	40.4050114384485	0	4.18813735327507	4.61516756488125
pgvalues	~1		1	4.10434651170167	0.10074650242775	40.7393449181533	0	3.9068869953749	4.30180602802844
pgprobsolve	~1		1	4.24343298791923	0.101421687792618	41.8395027757374	0	4.04465013259443	4.44221584324402
SEacademic	~1		1	3.5666663139273	0.0915456507020769	38.9605217350472	0	3.38724013560995	3.74609249224466
SEwellness	~1		1	3.37450181417639	0.0815717323465623	41.368519671001	0	3.21462415662059	3.53437947173219
SEnonacad	~1		1	3.32414780722771	0.0884136139549932	37.5976917866955	0	3.1508603081329	3.49743530632253
SEactivities	~1		1	3.2226158885978	0.0828071466076298	38.9171227438583	0	3.06031686358431	3.38491491361128
SEdiverse	~1		1	3.28257820506184	0.0877513874974281	37.4077071448933	0	3.11058864597346	3.45456776415022
sameinst	~1		1	4.1127468170965	0.103545415391879	39.7192555704312	0	3.90980153216418	4.31569210202883
evalexp	~1		1	3.96953852396379	0.099348640677376	39.9556400258604	0	3.77481876632312	4.16425828160446
MHWdacad	~1		1	3.79675765140198	0.122749949556096	30.93082860834	0	3.55617217116792	4.03734313163604
MHWdlonely	~1		1	3.91256606208211	0.129397369447994	30.2368284515598	0	3.65895187826981	4.1661802458944
MHWdmental	~1		1	3.97584879610239	0.131870939868456	30.1495446992976	0	3.71738650335277	4.23431108885201
MHWdexhaust	~1		1	3.94595117616214	0.126326158326563	31.2362160650968	0	3.69835645553677	4.1935458967875
MHWdsleep	~1		1	3.78259790777597	0.125246520587417	30.2012214793293	0	3.53711923823568	4.02807657731626
MHWdfinancial	~1		1	3.84644084627939	0.120379389447277	31.9526528913326	0	3.61050157848181	4.08238011407698
QIadmin	~1		1	4.52834735748791	0.109099306935517	41.5066555845713	0	4.31451664515602	4.7421780698198
QIstudent	~1		1	4.53190894148963	0.106028705499945	42.7422830460945	0	4.32409649738234	4.73972138559693
QIadvisor	~1		1	4.61822885269011	0.12047457340172	38.3336393920293	0	4.38210302776991	4.85435467761031
QIfaculty	~1		1	4.76312064061206	0.11755483626163	40.5182873974767	0	4.53271739533076	4.99352388589336
QIstaff	~1		1	4.56653901013102	0.105936925490128	43.1062067263467	0	4.35890645153747	4.77417156872457
Belong	~1		1	0	0	NA	NA	0	0
Gains	~1		1	0	0	NA	NA	0	0
SupportEnv	~1		1	0	0	NA	NA	0	0
Satisf	~1		1	0	0	NA	NA	0	0
DevAdj	~1		1	0	0	NA	NA	0	0
EmoDiss	~1		1	0	0	NA	NA	0	0
QualEngag	~1		1	0	0	NA	NA	0	0
Belong	=~	sbvalued	2	0.89498922014067	0.00945103269472262	94.6975054525443	0	0.876465536442303	0.913512903839037
Belong	=~	sbmyself	2	0.862418655237961	0.0102025327432338	84.529859098948	0	0.842422058510132	0.88241525196579
Belong	=~	sbcommunity	2	0.907099220978881	0.00843516331126559	107.537837443811	0	0.890566604685087	0.923631837272675
Gains	=~	pganalyze	2	0.729623083043698	0.0175889416379422	41.4819207467141	0	0.695149390907154	0.764096775180242
Gains	=~	pgthink	2	0.790670219196585	0.0144279095850392	54.8014398438188	0	0.762392036037708	0.818948402355463
Gains	=~	pgwork	2	0.726823786261506	0.0176750894581598	41.1213639388944	0	0.692181247499989	0.761466325023023
Gains	=~	pgvalues	2	0.697729938982409	0.0189853374645972	36.7509895614707	0	0.660519361317459	0.734940516647358
Gains	=~	pgprobsolve	2	0.76419298474507	0.0162301590488296	47.0847502138421	0	0.732382457546007	0.796003511944133
SupportEnv	=~	SEacademic	2	0.867890085755539	0.00993775776945185	87.3325860712149	0	0.84841243844033	0.887367733070747
SupportEnv	=~	SEwellness	2	0.840306091536656	0.0110265673413103	76.2074057615834	0	0.818694416674583	0.86191776639873
SupportEnv	=~	SEnonacad	2	0.806845738172282	0.0130965804847737	61.6073591965729	0	0.781176912101495	0.832514564243069
SupportEnv	=~	SEactivities	2	0.780660489797828	0.0144832145270641	53.9010513404359	0	0.752273910944415	0.809047068651241
SupportEnv	=~	SEdiverse	2	0.829119273097692	0.0117386505496923	70.63156617431	0	0.806111940793193	0.85212660540219
Satisf	=~	sameinst	2	0.910255928919376	0.0148228976429603	61.4087711353574	0	0.88120358339265	0.939308274446102
Satisf	=~	evalexp	2	0.886916141270831	0.0153404452998408	57.8155408096293	0	0.856849420976337	0.916982861565326
DevAdj	=~	Belong	2	0.657222397335112	0.0231047036740579	28.4453939166095	0	0.611938010260488	0.702506784409735
DevAdj	=~	Gains	2	0.462464274415008	0.0318901378107936	14.5017960461269	0	0.399960752843833	0.524967795986182
DevAdj	=~	SupportEnv	2	0.6307189636428	0.024460920027081	25.7847604646319	0	0.582776441361007	0.678661485924594
DevAdj	=~	Satisf	2	0.680233773178382	0.0256582194224089	26.5113397769252	0	0.629944587203035	0.73052295915373
EmoDiss	=~	MHWdacad	2	0.88779200631631	0.00757888857620397	117.14013174752	0	0.872937657664108	0.902646354968512
EmoDiss	=~	MHWdlonely	2	0.913447181778947	0.00599844557778678	152.280648366902	0	0.901690444483262	0.925203919074633
EmoDiss	=~	MHWdmental	2	0.937885412345587	0.00477146306417422	196.561390024697	0	0.928533516586243	0.947237308104932
EmoDiss	=~	MHWdexhaust	2	0.927734879754281	0.00522065350637278	177.704741106034	0	0.917502586906028	0.937967172602534
EmoDiss	=~	MHWdsleep	2	0.907442842154199	0.00637622490167477	142.316630317706	0	0.894945670989589	0.919940013318809
EmoDiss	=~	MHWdfinancial	2	0.867668728380735	0.00840373437318082	103.247995456611	0	0.85119771167366	0.884139745087811
QualEngag	=~	QIadmin	2	0.91741345530279	0.00571321590384775	160.577417472518	0	0.906215757895347	0.928611152710233
QualEngag	=~	QIstudent	2	0.914247271521952	0.00579088687922431	157.876900479951	0	0.902897341800127	0.925597201243777
QualEngag	=~	QIadvisor	2	0.929480270103314	0.0049753246301522	186.818014742262	0	0.91972881301682	0.939231727189807
QualEngag	=~	QIfaculty	2	0.941347781568998	0.00447312971631201	210.444999646716	0	0.93258060842685	0.950114954711145
QualEngag	=~	QIstaff	2	0.93461005024385	0.00476514307826496	196.134729827284	0	0.92527054142927	0.94394955905843
sbvalued	~~	sbvalued	2	0.198994295831995	0.0169171445036137	11.7628773454933	0	0.165837301883652	0.232151289780338
sbmyself	~~	sbmyself	2	0.256234063097547	0.0175977089955351	14.5606489550747	0	0.221743187255882	0.290724938939213
sbcommunity	~~	sbcommunity	2	0.177171003299507	0.0153030599662092	11.5774886650591	0	0.14717755691248	0.207164449686534
pganalyze	~~	pganalyze	2	0.467650156689809	0.0256665957070372	18.2201863475642	0	0.417344553498266	0.517955759881352
pgthink	~~	pgthink	2	0.374840604475623	0.022815436924274	16.4292538301916	0	0.330123169812501	0.419558039138746
pgwork	~~	pgwork	2	0.471727183724488	0.0256933510330509	18.359893309272	0	0.421369141057564	0.522085226391413
pgvalues	~~	pgvalues	2	0.513172932247604	0.0264932772710132	19.3699302278875	0	0.461247062963985	0.565098801531224
pgprobsolve	~~	pgprobsolve	2	0.416009082066421	0.0248059472286276	16.7705380581605	0	0.36739031889591	0.464627845236932
SEacademic	~~	SEacademic	2	0.246766799047244	0.0172497628727326	14.3055183348241	0	0.212957885074832	0.280575713019656
SEwellness	~~	SEwellness	2	0.293885672526388	0.0185313832594566	15.8588092648949	0	0.257564828754145	0.330206516298632
SEnonacad	~~	SEnonacad	2	0.348999954793225	0.0211338403416097	16.5137972631548	0	0.307578388868651	0.3904215207178
SEactivities	~~	SEactivities	2	0.390569199668615	0.0226129464929123	17.2719287064617	0	0.346248638958175	0.434889760379054
SEdiverse	~~	SEdiverse	2	0.312561230977955	0.019465482832798	16.0572041116448	0	0.274409585683989	0.350712876271922
sameinst	~~	sameinst	2	0.171434143867124	0.0269852604300075	6.35288083699536	2.11319406417942e-10	0.118544005310875	0.224324282423372
evalexp	~~	evalexp	2	0.213379758353259	0.0272113769304948	7.84156416995319	4.44089209850063e-15	0.160046439599745	0.266713077106773
MHWdacad	~~	MHWdacad	2	0.211825353520861	0.013456953432424	15.7409590948332	0	0.185450209451678	0.238200497590045
MHWdlonely	~~	MHWdlonely	2	0.165614246100098	0.0109585262204094	15.1128210827889	0	0.144135929384458	0.187092562815739
MHWdmental	~~	MHWdmental	2	0.120370953309348	0.00895017139012196	13.4490109811973	0	0.102828939729248	0.137912966889448
MHWdexhaust	~~	MHWdexhaust	2	0.13930799288731	0.00968676495286921	14.3812711018705	0	0.120322282452981	0.158293703321638
MHWdsleep	~~	MHWdsleep	2	0.17654748822311	0.0115721198136881	15.2562789761544	0	0.153866550163499	0.199228426282721
MHWdfinancial	~~	MHWdfinancial	2	0.247150977790158	0.0145833147991915	16.9475171587093	0	0.218568206008532	0.275733749571783
QIadmin	~~	QIadmin	2	0.158352552029396	0.0104827627161353	15.1059941274504	0	0.137806714647291	0.1788983894115
QIstudent	~~	QIstudent	2	0.164151926514666	0.0105886043272339	15.502697186679	0	0.143398643386742	0.184905209642589
QIadvisor	~~	QIadvisor	2	0.136066427488671	0.00924893218941154	14.7115823429264	0	0.117938853501971	0.154194001475371
QIfaculty	~~	QIfaculty	2	0.113864354135126	0.00842154105225825	13.5206078588898	0	0.0973584369783747	0.130370271291878
QIstaff	~~	QIstaff	2	0.126504053983188	0.00890710193725139	14.202605389989	0	0.109046454979549	0.143961652986828
Belong	~~	Belong	2	0.568058720441089	0.0303698576605982	18.7046882731389	0	0.508534893210708	0.627582547671469
Gains	~~	Gains	2	0.7861267948898	0.0294960988991594	26.6518903932819	0	0.728315503363017	0.843938086416585
SupportEnv	~~	SupportEnv	2	0.602193588901352	0.0308559321891034	19.5162986880693	0	0.541717073101299	0.662670104701405
Satisf	~~	Satisf	2	0.537282013827502	0.0349071750652591	15.3917357340733	0	0.468865207897559	0.605698819757444
DevAdj	~~	DevAdj	2	1	0	NA	NA	1	1
EmoDiss	~~	EmoDiss	2	1	0	NA	NA	1	1
QualEngag	~~	QualEngag	2	1	0	NA	NA	1	1
DevAdj	~~	EmoDiss	2	-0.699886678068854	0.0234440323158686	-29.8535110615387	0	-0.74583613706035	-0.653937219077358
DevAdj	~~	QualEngag	2	0.717188338694673	0.0225706837430474	31.7752154458145	0	0.672950611451857	0.76142606593749
EmoDiss	~~	QualEngag	2	-0.3211421002793	0.0294128247645457	-10.9184378872173	0	-0.378790177501397	-0.263494023057202
sbvalued	~1		2	3.23295911553276	0.0671332642083113	48.1573353189121	0	3.10138033551986	3.36453789554567
sbmyself	~1		2	3.10437030477965	0.0644118706414641	48.1956240963643	0	2.97812535814552	3.23061525141377
sbcommunity	~1		2	3.2890198421401	0.0694413396359168	47.3640033355425	0	3.15291731741549	3.42512236686471
pganalyze	~1		2	3.80786755793722	0.0815508474281432	46.6931696975001	0	3.64803083406934	3.96770428180511
pgthink	~1		2	4.0975340904276	0.0917904396550767	44.640096570242	0	3.91762813457855	4.27744004627664
pgwork	~1		2	4.05409967340634	0.0910414191829595	44.5302776449376	0	3.87566177070633	4.23253757610636
pgvalues	~1		2	3.86574557790978	0.0888887849211122	43.4896886186552	0	3.69152676083488	4.03996439498469
pgprobsolve	~1		2	4.04584478162608	0.0866232267922544	46.7062349377621	0	3.87606637688862	4.21562318636355
SEacademic	~1		2	3.43290757432688	0.0715372123708276	47.9877180079607	0	3.29269721452566	3.57311793412809
SEwellness	~1		2	3.40378310513931	0.0783018379686501	43.4700282067719	0	3.25031432279746	3.55725188748115
SEnonacad	~1		2	3.14810412716942	0.0686606725996886	45.8501789739778	0	3.01353168171973	3.2826765726191
SEactivities	~1		2	3.11435053766282	0.0692000763964744	45.0050158878364	0	2.97872088019831	3.24998019512733
SEdiverse	~1		2	3.23547398752629	0.0717194043615381	45.1129511786829	0	3.09490653798501	3.37604143706757
sameinst	~1		2	3.97306314148774	0.077839032722506	51.0420415378439	0	3.82050144076019	4.12562484221529
evalexp	~1		2	3.84976380658547	0.0784390779329224	49.0796667686178	0	3.69602603885641	4.00350157431453
MHWdacad	~1		2	3.24599443485642	0.0757867831419664	42.8306137334779	0	3.09745506939402	3.39453380031882
MHWdlonely	~1		2	3.28109979426948	0.0780063783944631	42.0619423924233	0	3.12821010205193	3.43398948648703
MHWdmental	~1		2	3.3550051930405	0.0803932670412508	41.7324151202737	0	3.19743728504013	3.51257310104086
MHWdexhaust	~1		2	3.24777739375829	0.0777115421873521	41.7927286261844	0	3.09546556988801	3.40008921762856
MHWdsleep	~1		2	3.32187446088864	0.0789549739541281	42.0730233261631	0	3.16712555553825	3.47662336623903
MHWdfinancial	~1		2	3.10532671395375	0.0756401408532859	41.053952027627	0	2.95707476209578	3.25357866581173
QIadmin	~1		2	4.02274694195765	0.0851619349546956	47.2364436540535	0	3.8558326165927	4.1896612673226
QIstudent	~1		2	4.08545212268176	0.0903616460687663	45.2122366116779	0	3.90834655080322	4.26255769456029
QIadvisor	~1		2	4.09436644275771	0.0889939949104295	46.0072215757771	0	3.91994141789293	4.2687914676225
QIfaculty	~1		2	4.08034628364275	0.0903218056752812	45.1756500341915	0	3.90331879750058	4.25737376978493
QIstaff	~1		2	4.04153279133538	0.0843531307574994	47.912066274743	0	3.87620369306748	4.20686188960327
Belong	~1		2	0	0	NA	NA	0	0
Gains	~1		2	0	0	NA	NA	0	0
SupportEnv	~1		2	0	0	NA	NA	0	0
Satisf	~1		2	0	0	NA	NA	0	0
DevAdj	~1		2	0	0	NA	NA	0	0
EmoDiss	~1		2	0	0	NA	NA	0	0
QualEngag	~1		2	0	0	NA	NA	0	0
Belong	=~	sbvalued	3	0.853718423052786	0.00843968073942809	101.155298335448	0	0.837176952762491	0.870259893343082
Belong	=~	sbmyself	3	0.818371382443862	0.00920393684631149	88.9153626441741	0	0.800331997709111	0.836410767178614
Belong	=~	sbcommunity	3	0.892540622775597	0.00761394478447033	117.224467479204	0	0.877617565217759	0.907463680333436
Gains	=~	pganalyze	3	0.728434057745537	0.0121485888399886	59.9603844808546	0	0.704623261156174	0.7522448543349
Gains	=~	pgthink	3	0.788842198761407	0.0103011794885121	76.5778520451105	0	0.768652257965641	0.809032139557174
Gains	=~	pgwork	3	0.737547165479379	0.0117647621577248	62.6912091882027	0	0.714488655363558	0.760605675595199
Gains	=~	pgvalues	3	0.723267682161856	0.0121471454952008	59.5421930566	0	0.699459714476295	0.747075649847418
Gains	=~	pgprobsolve	3	0.781297691893918	0.0106137350912885	73.6119457640492	0	0.760495153373543	0.802100230414292
SupportEnv	=~	SEacademic	3	0.817424939511317	0.00877679632027163	93.1347737469221	0	0.800222734823941	0.834627144198693
SupportEnv	=~	SEwellness	3	0.814420678629756	0.00890262661507148	91.4809430793158	0	0.796971851096408	0.831869506163104
SupportEnv	=~	SEnonacad	3	0.763642639435852	0.0100811185241645	75.7497928037839	0	0.74388401020461	0.783401268667094
SupportEnv	=~	SEactivities	3	0.748825956272056	0.0107223181111159	69.8380656600503	0	0.727810598943487	0.769841313600624
SupportEnv	=~	SEdiverse	3	0.780549533050577	0.0101391538102332	76.9836958447938	0	0.760677156748808	0.800421909352346
Satisf	=~	sameinst	3	0.865666737350621	0.0171894603009986	50.3603209287689	0	0.831976014246983	0.899357460454259
Satisf	=~	evalexp	3	0.857294523235105	0.0173202424860773	49.496681349827	0	0.823347471758893	0.891241574711317
DevAdj	=~	Belong	3	0.403644359649341	0.0235546185988597	17.1365270872559	0	0.357478155525998	0.449810563772683
DevAdj	=~	Gains	3	0.346737687775446	0.0244763094802572	14.1662568883241	0	0.298765002719685	0.394710372831206
DevAdj	=~	SupportEnv	3	0.382175823826947	0.0236867079320154	16.134611231069	0	0.335750729367878	0.428600918286017
DevAdj	=~	Satisf	3	0.477808414478707	0.0239528355832945	19.947885202032	0	0.43086171940784	0.524755109549574
EmoDiss	=~	MHWdacad	3	0.894573870065539	0.00487223132893278	183.606608486196	0	0.885024472136483	0.904123267994595
EmoDiss	=~	MHWdlonely	3	0.916525171938146	0.00405281239569363	226.145471947335	0	0.908581805606489	0.924468538269803
EmoDiss	=~	MHWdmental	3	0.932025846789695	0.00355977272303555	261.821728325094	0	0.925048820459397	0.939002873119993
EmoDiss	=~	MHWdexhaust	3	0.92137702308677	0.00397628433431087	231.718092978493	0	0.91358364899923	0.92917039717431
EmoDiss	=~	MHWdsleep	3	0.910447267321224	0.00427520879886355	212.95971966638	0	0.902068012049063	0.918826522593386
EmoDiss	=~	MHWdfinancial	3	0.830214388480619	0.00711526578712979	116.680727511589	0	0.816268723797415	0.844160053163824
QualEngag	=~	QIadmin	3	0.894439541686314	0.00496496342717171	180.15027800433	0	0.884708392184499	0.904170691188129
QualEngag	=~	QIstudent	3	0.911551076161339	0.00428259526945055	212.850157161428	0	0.903157343672854	0.919944808649824
QualEngag	=~	QIadvisor	3	0.918183606093876	0.00409072423985014	224.455023672657	0	0.910165933913085	0.926201278274667
QualEngag	=~	QIfaculty	3	0.93115815256682	0.00364541840990726	255.432449135656	0	0.924013263774822	0.938303041358817
QualEngag	=~	QIstaff	3	0.917802742267449	0.00411118402492103	223.245356253562	0	0.909744969644787	0.92586051489011
sbvalued	~~	sbvalued	3	0.271164854140264	0.0144102218693865	18.8175349830203	0	0.242921338267035	0.299408370013493
sbmyself	~~	sbmyself	3	0.330268280396921	0.0150644768445219	21.9236475189659	0	0.300742448335721	0.359794112458122
sbcommunity	~~	sbcommunity	3	0.203371236695349	0.0135915097176539	14.9631086553388	0	0.176732367153221	0.230010106237476
pganalyze	~~	pganalyze	3	0.469383823516372	0.0176988916192554	26.5205208107896	0	0.434694633376354	0.504073013656391
pgthink	~~	pgthink	3	0.377727985453269	0.0162520100865448	23.2419241338025	0	0.345874631007259	0.409581339899278
pgwork	~~	pgwork	3	0.456024178693334	0.0173541337724391	26.2775535024149	0	0.422010701516463	0.490037655870205
pgvalues	~~	pgvalues	3	0.476883859940216	0.0175712755174787	27.1399682661538	0	0.442444792763528	0.511322927116905
pgprobsolve	~~	pgprobsolve	3	0.389573916641237	0.0165849733485027	23.489571460566	0	0.357067966193615	0.422079867088859
SEacademic	~~	SEacademic	3	0.33181646826492	0.0143487444180243	23.125122212652	0	0.303693445982222	0.359939490547617
SEwellness	~~	SEwellness	3	0.336718958220247	0.0145009660772238	23.2204500325754	0	0.308297586967851	0.365140329472643
SEnonacad	~~	SEnonacad	3	0.416849919235446	0.0153967439136425	27.0739009217456	0	0.386672855685521	0.447026982785372
SEactivities	~~	SEactivities	3	0.439259687213242	0.0160583004163685	27.3540583887382	0	0.407785996744235	0.470733377682248
SEdiverse	~~	SEdiverse	3	0.390742426454527	0.0158282235682012	24.6864358954043	0	0.359719678321605	0.421765174587449
sameinst	~~	sameinst	3	0.250621099844731	0.0297606872284608	8.4212134592462	0	0.192291224721787	0.308950974967675
evalexp	~~	evalexp	3	0.265046100431094	0.0296970984266085	8.9249830614298	0	0.206840857069601	0.323251343792588
MHWdacad	~~	MHWdacad	3	0.199737590995964	0.00871714184703287	22.9131972957341	0	0.182652306927653	0.216822875064275
MHWdlonely	~~	MHWdlonely	3	0.159981609203753	0.00742900948945922	21.5347159578602	0	0.145421018163606	0.174542200243899
MHWdmental	~~	MHWdmental	3	0.131327820915952	0.00663560056709236	19.7913993749474	0	0.118322282788658	0.144333359043247
