panel,group,credit,value,weight,bin_label,se,ci_low,ci_high
scatter_distress,Non-FASt,3.0,4.0,0.652632959416491,NA,NA,NA,NA
scatter_distress,FASt,22.0,3.8333333333333335,2.04590274397532,NA,NA,NA,NA
scatter_distress,Non-FASt,0.0,4.833333333333333,0.59428267909478,NA,NA,NA,NA
scatter_distress,Non-FASt,6.0,4.8,0.81395935773283,NA,NA,NA,NA
scatter_distress,FASt,40.0,3.8,1.82768301708357,NA,NA,NA,NA
scatter_distress,Non-FASt,11.0,3.4,0.696582154672664,NA,NA,NA,NA
scatter_distress,FASt,13.0,4.5,1.85143678516996,NA,NA,NA,NA
scatter_distress,Non-FASt,5.0,3.1666666666666665,0.783714869898456,NA,NA,NA,NA
scatter_distress,Non-FASt,11.0,3.0,0.693180060285067,NA,NA,NA,NA
scatter_distress,Non-FASt,8.0,3.8333333333333335,0.531260111304789,NA,NA,NA,NA
scatter_distress,FASt,56.0,3.1666666666666665,1.90005074623588,NA,NA,NA,NA
scatter_distress,Non-FASt,7.0,4.833333333333333,0.631288245066663,NA,NA,NA,NA
scatter_distress,Non-FASt,11.0,4.8,0.98013201885468,NA,NA,NA,NA
scatter_distress,Non-FASt,9.0,4.0,0.664858448003253,NA,NA,NA,NA
scatter_distress,Non-FASt,6.0,4.0,0.50737123491424,NA,NA,NA,NA
scatter_distress,Non-FASt,0.0,4.0,0.727252571981094,NA,NA,NA,NA
scatter_distress,Non-FASt,3.0,2.0,0.753702090688913,NA,NA,NA,NA
scatter_distress,Non-FASt,7.0,1.8333333333333333,0.728337614607654,NA,NA,NA,NA
scatter_distress,Non-FASt,9.0,3.5,0.739919130348527,NA,NA,NA,NA
scatter_distress,Non-FASt,11.0,3.1666666666666665,0.70011574979041,NA,NA,NA,NA
scatter_distress,Non-FASt,4.0,3.6666666666666665,0.769909169131888,NA,NA,NA,NA
scatter_distress,Non-FASt,0.0,3.1666666666666665,0.644471766056756,NA,NA,NA,NA
scatter_distress,Non-FASt,7.0,4.0,0.627860365044,NA,NA,NA,NA
scatter_distress,Non-FASt,6.0,6.0,0.786823466400957,NA,NA,NA,NA
scatter_distress,Non-FASt,7.0,5.6,0.522836713815277,NA,NA,NA,NA
scatter_distress,FASt,24.0,4.0,1.84350724228086,NA,NA,NA,NA
scatter_distress,FASt,70.0,4.8,1.9781640628544,NA,NA,NA,NA
scatter_distress,Non-FASt,11.0,3.0,0.529724035701461,NA,NA,NA,NA
scatter_distress,FASt,12.0,4.8,2.03370631922626,NA,NA,NA,NA
scatter_distress,Non-FASt,2.0,3.1666666666666665,0.587483053401459,NA,NA,NA,NA
scatter_distress,Non-FASt,11.0,3.0,0.602980874270952,NA,NA,NA,NA
scatter_distress,FASt,32.0,6.0,1.82414836511342,NA,NA,NA,NA
scatter_distress,FASt,63.0,4.0,1.83920648747019,NA,NA,NA,NA
scatter_distress,Non-FASt,8.0,3.1666666666666665,0.573190119724953,NA,NA,NA,NA
scatter_distress,FASt,34.0,3.0,1.85954135576581,NA,NA,NA,NA
scatter_distress,Non-FASt,0.0,4.8,0.65588153050467,NA,NA,NA,NA
scatter_distress,FASt,21.0,5.666666666666667,1.77097702154204,NA,NA,NA,NA
scatter_distress,Non-FASt,8.0,2.2,0.659203415707946,NA,NA,NA,NA
scatter_distress,FASt,80.0,5.833333333333333,1.95942951227999,NA,NA,NA,NA
scatter_distress,Non-FASt,8.0,5.6,0.652804507395016,NA,NA,NA,NA
scatter_distress,Non-FASt,8.0,4.0,0.782955802559292,NA,NA,NA,NA
scatter_distress,FASt,40.0,4.166666666666667,1.86175998086592,NA,NA,NA,NA
scatter_distress,Non-FASt,5.0,4.333333333333333,0.579068092092642,NA,NA,NA,NA
scatter_distress,Non-FASt,9.0,3.8333333333333335,0.66855844854873,NA,NA,NA,NA
scatter_distress,FASt,14.0,5.0,2.08673575127544,NA,NA,NA,NA
scatter_distress,Non-FASt,8.0,3.8333333333333335,0.959790026783248,NA,NA,NA,NA
scatter_distress,FASt,17.0,5.0,1.8590055619447,NA,NA,NA,NA
scatter_distress,Non-FASt,9.0,4.333333333333333,0.610647608013409,NA,NA,NA,NA
scatter_distress,Non-FASt,7.0,3.0,0.774989886177102,NA,NA,NA,NA
scatter_distress,Non-FASt,10.0,3.2,0.970379982706961,NA,NA,NA,NA
scatter_distress,Non-FASt,7.0,3.8333333333333335,0.648564627849845,NA,NA,NA,NA
scatter_distress,Non-FASt,4.0,3.8333333333333335,0.744301723065271,NA,NA,NA,NA
scatter_distress,Non-FASt,0.0,5.166666666666667,0.50524509392525,NA,NA,NA,NA
scatter_distress,Non-FASt,4.0,2.8333333333333335,0.553740532701839,NA,NA,NA,NA
scatter_distress,Non-FASt,11.0,2.8333333333333335,0.888612880106376,NA,NA,NA,NA
scatter_distress,Non-FASt,5.0,2.0,0.698998024929697,NA,NA,NA,NA
scatter_distress,Non-FASt,4.0,2.5,0.570912484727254,NA,NA,NA,NA
scatter_distress,Non-FASt,3.0,5.333333333333333,0.744240598348977,NA,NA,NA,NA
scatter_distress,Non-FASt,9.0,5.0,0.572054600211379,NA,NA,NA,NA
scatter_distress,Non-FASt,7.0,3.3333333333333335,0.712213058133996,NA,NA,NA,NA
scatter_distress,Non-FASt,2.0,4.4,0.653565231725077,NA,NA,NA,NA
scatter_distress,Non-FASt,3.0,4.0,0.552561476216483,NA,NA,NA,NA
scatter_distress,Non-FASt,10.0,3.25,0.690234864993184,NA,NA,NA,NA
scatter_distress,Non-FASt,3.0,2.5,0.845748251687664,NA,NA,NA,NA
scatter_distress,Non-FASt,9.0,4.0,0.671622285672191,NA,NA,NA,NA
scatter_distress,Non-FASt,10.0,3.8333333333333335,0.575455750894055,NA,NA,NA,NA
scatter_distress,FASt,12.0,4.666666666666667,2.08256861755554,NA,NA,NA,NA
scatter_distress,FASt,49.0,4.0,1.75927208516689,NA,NA,NA,NA
scatter_distress,Non-FASt,9.0,5.0,0.535725551117601,NA,NA,NA,NA
scatter_distress,Non-FASt,3.0,3.6666666666666665,0.91232730871364,NA,NA,NA,NA
scatter_distress,Non-FASt,4.0,5.2,0.534332088872624,NA,NA,NA,NA
scatter_distress,FASt,12.0,3.1666666666666665,1.86581067232385,NA,NA,NA,NA
scatter_distress,Non-FASt,8.0,3.0,0.594542698993406,NA,NA,NA,NA
scatter_distress,Non-FASt,2.0,2.0,0.68950765070768,NA,NA,NA,NA
scatter_distress,Non-FASt,2.0,4.833333333333333,0.783729378089079,NA,NA,NA,NA
scatter_distress,Non-FASt,0.0,4.2,0.846253671026423,NA,NA,NA,NA
scatter_distress,FASt,16.0,3.0,2.03403129169887,NA,NA,NA,NA
scatter_distress,FASt,17.0,6.0,1.89465327769911,NA,NA,NA,NA
scatter_distress,Non-FASt,10.0,3.8,0.923947398383374,NA,NA,NA,NA
scatter_distress,Non-FASt,6.0,5.0,0.566595647050202,NA,NA,NA,NA
scatter_distress,Non-FASt,2.0,4.6,0.828855825136088,NA,NA,NA,NA
scatter_distress,FASt,33.0,3.3333333333333335,1.91947138210876,NA,NA,NA,NA
scatter_distress,Non-FASt,10.0,4.166666666666667,0.650391327319446,NA,NA,NA,NA
scatter_distress,Non-FASt,10.0,4.5,0.676230857301255,NA,NA,NA,NA
scatter_distress,Non-FASt,2.0,3.1666666666666665,0.718148910991914,NA,NA,NA,NA
scatter_distress,FASt,36.0,5.333333333333333,1.99520201824209,NA,NA,NA,NA
scatter_distress,Non-FASt,10.0,2.6,0.716255210812945,NA,NA,NA,NA
scatter_distress,FASt,24.0,3.0,1.79850437889886,NA,NA,NA,NA
scatter_distress,Non-FASt,7.0,4.0,0.807600983025993,NA,NA,NA,NA
scatter_distress,FASt,38.0,3.5,2.05386219493353,NA,NA,NA,NA
scatter_distress,Non-FASt,3.0,5.0,0.620987020314553,NA,NA,NA,NA
scatter_distress,FASt,58.0,4.0,1.91716488491723,NA,NA,NA,NA
scatter_distress,Non-FASt,9.0,4.4,0.609495130440723,NA,NA,NA,NA
scatter_distress,Non-FASt,7.0,4.4,0.503395645026754,NA,NA,NA,NA
scatter_distress,Non-FASt,8.0,4.333333333333333,0.868989871616135,NA,NA,NA,NA
scatter_distress,Non-FASt,9.0,5.8,0.617866354862422,NA,NA,NA,NA
scatter_distress,FASt,40.0,4.0,1.99491712319852,NA,NA,NA,NA
scatter_distress,FASt,58.0,4.8,1.92903505555126,NA,NA,NA,NA
scatter_distress,Non-FASt,3.0,4.0,0.614035719959473,NA,NA,NA,NA
scatter_distress,Non-FASt,9.0,3.0,0.725219201893441,NA,NA,NA,NA
scatter_distress,Non-FASt,5.0,2.1666666666666665,0.618213601019428,NA,NA,NA,NA
scatter_distress,Non-FASt,1.0,4.166666666666667,0.628810970249079,NA,NA,NA,NA
scatter_distress,FASt,80.0,5.0,1.99092663975512,NA,NA,NA,NA
scatter_distress,Non-FASt,2.0,4.2,0.754154974838417,NA,NA,NA,NA
scatter_distress,Non-FASt,3.0,3.3333333333333335,0.659869013936731,NA,NA,NA,NA
scatter_distress,Non-FASt,9.0,3.5,0.603112203818846,NA,NA,NA,NA
scatter_distress,Non-FASt,11.0,2.0,0.747174741335201,NA,NA,NA,NA
scatter_distress,Non-FASt,9.0,2.8333333333333335,0.646805523355141,NA,NA,NA,NA
scatter_distress,Non-FASt,11.0,3.0,0.679542356068244,NA,NA,NA,NA
scatter_distress,FASt,15.0,5.166666666666667,1.86919549278699,NA,NA,NA,NA
scatter_distress,Non-FASt,5.0,3.8333333333333335,0.678022688200107,NA,NA,NA,NA
scatter_distress,FASt,26.0,3.1666666666666665,2.06503001046066,NA,NA,NA,NA
scatter_distress,FASt,33.0,3.1666666666666665,2.00619736692593,NA,NA,NA,NA
scatter_distress,Non-FASt,9.0,5.0,0.750318724148358,NA,NA,NA,NA
scatter_distress,FASt,37.0,4.333333333333333,2.05717167512481,NA,NA,NA,NA
scatter_distress,Non-FASt,8.0,2.5,0.588140950974399,NA,NA,NA,NA
scatter_distress,Non-FASt,9.0,3.0,0.699247750179206,NA,NA,NA,NA
scatter_distress,Non-FASt,2.0,3.1666666666666665,0.666082893386857,NA,NA,NA,NA
scatter_distress,Non-FASt,3.0,3.0,0.606176895285678,NA,NA,NA,NA
scatter_distress,Non-FASt,2.0,2.1666666666666665,0.612887294981356,NA,NA,NA,NA
scatter_distress,FASt,34.0,2.1666666666666665,1.69611177265673,NA,NA,NA,NA
scatter_distress,Non-FASt,9.0,4.0,0.63256206909402,NA,NA,NA,NA
scatter_distress,Non-FASt,0.0,3.8333333333333335,0.772011604228067,NA,NA,NA,NA
scatter_distress,Non-FASt,11.0,5.0,0.641137526673396,NA,NA,NA,NA
scatter_distress,Non-FASt,2.0,4.0,0.743033528854443,NA,NA,NA,NA
scatter_distress,Non-FASt,3.0,2.2,0.596170307470179,NA,NA,NA,NA
scatter_distress,Non-FASt,2.0,2.8,0.621867215854809,NA,NA,NA,NA
scatter_distress,FASt,73.0,4.0,1.87283732766292,NA,NA,NA,NA
scatter_distress,Non-FASt,11.0,3.6,0.897631693429748,NA,NA,NA,NA
scatter_distress,Non-FASt,10.0,5.666666666666667,0.681505829793315,NA,NA,NA,NA
scatter_distress,Non-FASt,10.0,4.166666666666667,0.87512510592308,NA,NA,NA,NA
scatter_distress,FASt,15.0,3.6666666666666665,2.03775784802445,NA,NA,NA,NA
scatter_distress,Non-FASt,11.0,3.8,0.761311386372828,NA,NA,NA,NA
scatter_distress,Non-FASt,7.0,3.0,0.555068642242689,NA,NA,NA,NA
scatter_distress,Non-FASt,3.0,4.0,0.709353504524773,NA,NA,NA,NA
scatter_distress,Non-FASt,3.0,3.5,0.627212919633051,NA,NA,NA,NA
scatter_distress,Non-FASt,0.0,2.3333333333333335,0.574681554227214,NA,NA,NA,NA
scatter_distress,Non-FASt,5.0,3.5,0.583371986161507,NA,NA,NA,NA
scatter_distress,FASt,52.0,2.8,1.83591800405035,NA,NA,NA,NA
scatter_distress,Non-FASt,3.0,2.6666666666666665,0.71306319068915,NA,NA,NA,NA
scatter_distress,Non-FASt,1.0,2.0,0.53412746037703,NA,NA,NA,NA
scatter_distress,Non-FASt,11.0,4.666666666666667,0.772013688943546,NA,NA,NA,NA
scatter_distress,Non-FASt,3.0,4.25,1.03425973206663,NA,NA,NA,NA
scatter_distress,Non-FASt,1.0,2.5,0.731597146084354,NA,NA,NA,NA
scatter_distress,FASt,26.0,3.6666666666666665,1.97984197773852,NA,NA,NA,NA
scatter_distress,Non-FASt,4.0,2.8333333333333335,0.8087042910101,NA,NA,NA,NA
scatter_distress,FASt,40.0,3.1666666666666665,1.98208923478997,NA,NA,NA,NA
scatter_distress,Non-FASt,9.0,4.0,0.677327095651922,NA,NA,NA,NA
scatter_distress,Non-FASt,5.0,2.6666666666666665,0.920599691403714,NA,NA,NA,NA
scatter_distress,FASt,18.0,2.0,1.67683176444642,NA,NA,NA,NA
scatter_distress,FASt,33.0,4.666666666666667,1.83339013715572,NA,NA,NA,NA
scatter_distress,Non-FASt,5.0,3.4,0.585301104881505,NA,NA,NA,NA
scatter_distress,FASt,19.0,2.6,2.01199506313961,NA,NA,NA,NA
scatter_distress,Non-FASt,7.0,3.1666666666666665,0.738871422478073,NA,NA,NA,NA
scatter_distress,FASt,18.0,3.6666666666666665,1.95633693262104,NA,NA,NA,NA
scatter_distress,FASt,53.0,4.4,1.85969105929452,NA,NA,NA,NA
scatter_distress,Non-FASt,9.0,3.8333333333333335,0.705736655480084,NA,NA,NA,NA
scatter_distress,Non-FASt,2.0,3.8333333333333335,0.593876685941892,NA,NA,NA,NA
scatter_distress,Non-FASt,5.0,2.4,0.758020091230032,NA,NA,NA,NA
scatter_distress,Non-FASt,4.0,3.5,0.614457701753537,NA,NA,NA,NA
scatter_distress,Non-FASt,6.0,2.6666666666666665,0.803570699445154,NA,NA,NA,NA
scatter_distress,Non-FASt,8.0,3.0,0.552686510125179,NA,NA,NA,NA
scatter_distress,Non-FASt,0.0,3.0,0.576065455773308,NA,NA,NA,NA
scatter_distress,FASt,23.0,1.8333333333333333,1.95462192462835,NA,NA,NA,NA
scatter_distress,Non-FASt,6.0,4.0,0.616023340857445,NA,NA,NA,NA
scatter_distress,Non-FASt,0.0,2.8333333333333335,0.641375261611488,NA,NA,NA,NA
scatter_distress,Non-FASt,4.0,5.833333333333333,0.761332561635569,NA,NA,NA,NA
scatter_distress,Non-FASt,0.0,3.8333333333333335,0.923778581739422,NA,NA,NA,NA
scatter_distress,Non-FASt,8.0,3.1666666666666665,0.67311595521686,NA,NA,NA,NA
scatter_distress,FASt,15.0,5.4,1.86434813798183,NA,NA,NA,NA
scatter_distress,Non-FASt,10.0,3.1666666666666665,0.511268905929689,NA,NA,NA,NA
scatter_distress,Non-FASt,2.0,4.333333333333333,0.601331981348285,NA,NA,NA,NA
scatter_distress,FASt,19.0,4.0,1.90836132653638,NA,NA,NA,NA
scatter_distress,Non-FASt,3.0,1.8333333333333333,0.544953352386522,NA,NA,NA,NA
scatter_distress,Non-FASt,2.0,4.333333333333333,0.565651804609152,NA,NA,NA,NA
scatter_distress,Non-FASt,4.0,4.333333333333333,0.499284875062928,NA,NA,NA,NA
scatter_distress,Non-FASt,1.0,3.0,0.604447797500344,NA,NA,NA,NA
scatter_distress,FASt,32.0,4.166666666666667,1.84547062601089,NA,NA,NA,NA
scatter_distress,Non-FASt,9.0,4.333333333333333,0.88941571639536,NA,NA,NA,NA
scatter_distress,Non-FASt,6.0,5.666666666666667,0.817504855325463,NA,NA,NA,NA
scatter_distress,Non-FASt,8.0,2.0,0.767562121735863,NA,NA,NA,NA
scatter_distress,Non-FASt,10.0,4.5,0.581727219383604,NA,NA,NA,NA
scatter_distress,Non-FASt,5.0,2.0,0.84741779310653,NA,NA,NA,NA
scatter_distress,FASt,19.0,4.333333333333333,1.78769293684865,NA,NA,NA,NA
scatter_distress,Non-FASt,1.0,4.6,0.605838622680448,NA,NA,NA,NA
scatter_distress,Non-FASt,7.0,4.0,0.809447116779116,NA,NA,NA,NA
scatter_distress,Non-FASt,3.0,4.666666666666667,0.718941471749633,NA,NA,NA,NA
scatter_distress,Non-FASt,7.0,3.1666666666666665,0.750168233402502,NA,NA,NA,NA
scatter_distress,Non-FASt,2.0,2.6,0.507177708041637,NA,NA,NA,NA
scatter_distress,FASt,31.0,3.8333333333333335,1.6160599509269,NA,NA,NA,NA
scatter_distress,FASt,44.0,4.166666666666667,1.83502607585889,NA,NA,NA,NA
scatter_distress,Non-FASt,10.0,3.75,0.660008631640143,NA,NA,NA,NA
scatter_distress,Non-FASt,0.0,3.8333333333333335,0.507061954718387,NA,NA,NA,NA
scatter_distress,Non-FASt,6.0,5.0,0.566595647050202,NA,NA,NA,NA
scatter_distress,FASt,12.0,3.0,1.95641288837017,NA,NA,NA,NA
scatter_distress,Non-FASt,3.0,4.5,0.670863142973279,NA,NA,NA,NA
scatter_distress,Non-FASt,8.0,4.2,0.465041533195459,NA,NA,NA,NA
scatter_distress,Non-FASt,6.0,4.0,0.670051010262282,NA,NA,NA,NA
scatter_distress,FASt,18.0,3.6666666666666665,2.00362688516178,NA,NA,NA,NA
scatter_distress,Non-FASt,0.0,3.8333333333333335,0.862463026598054,NA,NA,NA,NA
scatter_distress,FASt,38.0,3.1666666666666665,1.75171931868945,NA,NA,NA,NA
scatter_distress,Non-FASt,8.0,5.666666666666667,0.621121049717735,NA,NA,NA,NA
scatter_distress,Non-FASt,2.0,3.1666666666666665,0.664964121703606,NA,NA,NA,NA
scatter_distress,Non-FASt,5.0,1.8333333333333333,0.811937535861159,NA,NA,NA,NA
scatter_distress,FASt,28.0,2.6,1.97374251684363,NA,NA,NA,NA
scatter_distress,Non-FASt,3.0,3.6666666666666665,0.55388553996485,NA,NA,NA,NA
scatter_distress,Non-FASt,9.0,3.6666666666666665,0.65644461980844,NA,NA,NA,NA
scatter_distress,Non-FASt,11.0,2.6666666666666665,0.563055083149435,NA,NA,NA,NA
scatter_distress,Non-FASt,7.0,5.166666666666667,0.648957343039683,NA,NA,NA,NA
scatter_distress,Non-FASt,8.0,6.0,0.987283752735966,NA,NA,NA,NA
scatter_distress,Non-FASt,4.0,5.333333333333333,0.655741988706798,NA,NA,NA,NA
scatter_distress,FASt,24.0,3.6666666666666665,1.94578047514204,NA,NA,NA,NA
scatter_distress,Non-FASt,7.0,2.8333333333333335,0.645607075966406,NA,NA,NA,NA
scatter_distress,Non-FASt,5.0,4.5,0.776734084901798,NA,NA,NA,NA
scatter_distress,Non-FASt,11.0,2.4,0.604667698699577,NA,NA,NA,NA
scatter_distress,Non-FASt,0.0,3.1666666666666665,0.517609755982697,NA,NA,NA,NA
scatter_distress,Non-FASt,5.0,4.166666666666667,0.860806326423446,NA,NA,NA,NA
scatter_distress,Non-FASt,3.0,5.833333333333333,0.688918809070784,NA,NA,NA,NA
scatter_distress,FASt,33.0,4.166666666666667,2.00312464645512,NA,NA,NA,NA
scatter_distress,Non-FASt,0.0,3.0,0.588270002150929,NA,NA,NA,NA
scatter_distress,Non-FASt,5.0,4.0,0.668417646501057,NA,NA,NA,NA
scatter_distress,Non-FASt,5.0,4.5,0.949539037238305,NA,NA,NA,NA
scatter_distress,Non-FASt,6.0,6.0,0.704205159583708,NA,NA,NA,NA
scatter_distress,Non-FASt,5.0,5.0,0.573190119724953,NA,NA,NA,NA
scatter_distress,Non-FASt,6.0,3.6,0.667616898897481,NA,NA,NA,NA
scatter_distress,Non-FASt,9.0,4.2,0.754154974838417,NA,NA,NA,NA
scatter_distress,Non-FASt,1.0,4.666666666666667,0.658880944045739,NA,NA,NA,NA
scatter_distress,FASt,16.0,6.0,1.74914987379562,NA,NA,NA,NA
scatter_distress,Non-FASt,10.0,4.0,0.686200984789425,NA,NA,NA,NA
scatter_distress,Non-FASt,4.0,3.0,0.696171442753636,NA,NA,NA,NA
scatter_distress,Non-FASt,4.0,3.6666666666666665,0.624420483362558,NA,NA,NA,NA
scatter_distress,FASt,43.0,4.666666666666667,1.99437579064054,NA,NA,NA,NA
scatter_distress,Non-FASt,9.0,4.0,0.646667765952143,NA,NA,NA,NA
scatter_distress,Non-FASt,7.0,5.666666666666667,0.701760845166536,NA,NA,NA,NA
scatter_distress,FASt,13.0,3.1666666666666665,2.00312417805688,NA,NA,NA,NA
scatter_distress,Non-FASt,0.0,3.3333333333333335,0.578061347907049,NA,NA,NA,NA
scatter_distress,Non-FASt,10.0,4.0,0.66488090031192,NA,NA,NA,NA
scatter_distress,Non-FASt,6.0,3.0,0.680503308618147,NA,NA,NA,NA
scatter_distress,Non-FASt,8.0,2.8333333333333335,0.825853727450551,NA,NA,NA,NA
scatter_distress,Non-FASt,8.0,3.6666666666666665,0.691274572900597,NA,NA,NA,NA
scatter_distress,Non-FASt,4.0,4.333333333333333,0.879686430111253,NA,NA,NA,NA
scatter_distress,Non-FASt,4.0,2.8333333333333335,0.74703521166544,NA,NA,NA,NA
scatter_distress,Non-FASt,4.0,5.0,0.688847154357198,NA,NA,NA,NA
scatter_distress,Non-FASt,0.0,4.0,0.613968867388957,NA,NA,NA,NA
scatter_distress,Non-FASt,9.0,3.0,0.667876466733576,NA,NA,NA,NA
scatter_distress,FASt,50.0,4.0,1.85645573510527,NA,NA,NA,NA
scatter_distress,Non-FASt,8.0,3.0,0.630398971958886,NA,NA,NA,NA
scatter_distress,Non-FASt,1.0,4.0,0.729225189296596,NA,NA,NA,NA
scatter_distress,FASt,49.0,4.666666666666667,1.72749869568282,NA,NA,NA,NA
scatter_distress,FASt,47.0,4.166666666666667,1.86278966791954,NA,NA,NA,NA
scatter_distress,Non-FASt,10.0,5.0,0.810235742948677,NA,NA,NA,NA
scatter_distress,Non-FASt,8.0,5.0,0.81084679005931,NA,NA,NA,NA
scatter_distress,Non-FASt,8.0,4.2,0.558421204662391,NA,NA,NA,NA
scatter_distress,Non-FASt,4.0,1.8333333333333333,0.570225120477402,NA,NA,NA,NA
scatter_distress,FASt,31.0,5.5,1.75613982865907,NA,NA,NA,NA
scatter_distress,FASt,35.0,4.5,1.99491712798433,NA,NA,NA,NA
scatter_distress,Non-FASt,8.0,2.8,0.78371820082018,NA,NA,NA,NA
scatter_distress,Non-FASt,3.0,3.3333333333333335,0.640989527729511,NA,NA,NA,NA
scatter_distress,Non-FASt,5.0,3.1666666666666665,0.781013194677485,NA,NA,NA,NA
scatter_distress,FASt,55.0,1.8,2.00428799760379,NA,NA,NA,NA
scatter_distress,Non-FASt,10.0,3.3333333333333335,0.739293181897357,NA,NA,NA,NA
scatter_distress,Non-FASt,4.0,1.8333333333333333,0.531140691190381,NA,NA,NA,NA
scatter_distress,Non-FASt,7.0,4.666666666666667,0.918502591565768,NA,NA,NA,NA
scatter_distress,Non-FASt,7.0,4.0,0.724594566457755,NA,NA,NA,NA
scatter_distress,Non-FASt,2.0,3.8,0.643943994319709,NA,NA,NA,NA
scatter_distress,Non-FASt,3.0,4.0,0.686232494945146,NA,NA,NA,NA
scatter_distress,Non-FASt,3.0,4.0,0.721729030190823,NA,NA,NA,NA
scatter_distress,FASt,53.0,6.0,1.73389872371538,NA,NA,NA,NA
scatter_distress,Non-FASt,11.0,4.6,0.890734048215029,NA,NA,NA,NA
scatter_distress,Non-FASt,10.0,4.833333333333333,0.788326989723527,NA,NA,NA,NA
scatter_distress,FASt,80.0,3.6,1.97984197773852,NA,NA,NA,NA
scatter_distress,Non-FASt,11.0,4.166666666666667,0.885816154062554,NA,NA,NA,NA
scatter_distress,FASt,18.0,4.0,1.89021347742638,NA,NA,NA,NA
scatter_distress,FASt,37.0,4.666666666666667,1.98522754222647,NA,NA,NA,NA
scatter_distress,Non-FASt,0.0,3.0,0.642860400378002,NA,NA,NA,NA
scatter_distress,Non-FASt,4.0,5.2,0.574164942217817,NA,NA,NA,NA
scatter_distress,Non-FASt,4.0,4.5,0.780235009144002,NA,NA,NA,NA
scatter_distress,Non-FASt,7.0,3.0,0.79216619739307,NA,NA,NA,NA
scatter_distress,Non-FASt,4.0,3.6666666666666665,0.682054147804259,NA,NA,NA,NA
scatter_distress,Non-FASt,8.0,3.5,0.743411156050255,NA,NA,NA,NA
scatter_distress,Non-FASt,9.0,4.0,0.629459537987855,NA,NA,NA,NA
scatter_distress,Non-FASt,6.0,3.1666666666666665,0.819462525063288,NA,NA,NA,NA
scatter_distress,Non-FASt,4.0,3.0,0.564052466683439,NA,NA,NA,NA
scatter_distress,FASt,34.0,4.0,1.5919349463613,NA,NA,NA,NA
scatter_distress,Non-FASt,0.0,3.6,0.770696623483058,NA,NA,NA,NA
scatter_distress,Non-FASt,3.0,4.8,0.734188160822732,NA,NA,NA,NA
scatter_distress,FASt,44.0,4.0,1.94873030331942,NA,NA,NA,NA
scatter_distress,Non-FASt,3.0,4.333333333333333,0.653324488255334,NA,NA,NA,NA
scatter_distress,Non-FASt,1.0,5.166666666666667,0.628675809570618,NA,NA,NA,NA
scatter_distress,Non-FASt,7.0,3.6666666666666665,0.560432355357937,NA,NA,NA,NA
scatter_distress,Non-FASt,9.0,6.0,0.625518554508324,NA,NA,NA,NA
scatter_distress,FASt,24.0,4.0,1.90444191476539,NA,NA,NA,NA
scatter_distress,FASt,52.0,3.3333333333333335,1.92629211459349,NA,NA,NA,NA
scatter_distress,Non-FASt,4.0,6.0,0.554238621890116,NA,NA,NA,NA
scatter_distress,Non-FASt,3.0,5.166666666666667,0.70876257426207,NA,NA,NA,NA
scatter_distress,Non-FASt,10.0,3.3333333333333335,0.619818655260012,NA,NA,NA,NA
scatter_distress,FASt,21.0,2.8,1.9528167444441,NA,NA,NA,NA
