"lhs","op","rhs","block","group","label","est","se","z","pvalue","ci.lower","ci.upper","std.lv","std.all","std.nox"
"PG1","|","t2",1,1,".p74.",0.0229704867710832,0.0936643974960159,0.245242454819188,0.806268705665982,-0.160608358954752,0.206549332496918,0.0229704867710832,0.0124122075594122,0.0124122075594122
"PG1","|","t3",1,1,".p75.",1.29114424617715,0.119127868025442,10.838305659104,0,1.05765791529224,1.52463057706205,1.29114424617715,0.697675697184883,0.697675697184883
"PG2","|","t1",1,1,".p76.",-1.14557687153307,0.115484964380368,-9.91970580481742,0,-1.37192324247448,-0.919230500591657,-1.14557687153307,-0.64041073471049,-0.64041073471049
"PG2","|","t2",1,1,".p77.",0.046375510016256,0.0915275859535713,0.506683417169777,0.612376967786248,-0.133015262044638,0.22576628207715,0.046375510016256,0.0259252566808013,0.0259252566808013
"PG2","|","t3",1,1,".p78.",1.23820661062623,0.114639203138988,10.8009003615023,0,1.01351790125744,1.46289531999502,1.23820661062623,0.692193448505424,0.692193448505424
"PG3","|","t1",1,1,".p79.",-1.40943175840251,0.133240799747855,-10.5780793951231,0,-1.67057892717962,-1.1482845896254,-1.40943175840251,-0.707966478745612,-0.707966478745612
"PG3","|","t2",1,1,".p80.",-0.0406900247054147,0.100472232161386,-0.40498776458012,0.685486504729053,-0.237611981188079,0.15623193177725,-0.0406900247054147,-0.0204388565384785,-0.0204388565384785
"PG3","|","t3",1,1,".p81.",1.32837392199608,0.126097643056308,10.5344865280544,0,1.08122708307033,1.57552076092183,1.32837392199608,0.667250615296898,0.667250615296898
"PG4","|","t1",1,1,".p82.",-1.08350135643621,0.113797815944477,-9.52128428338963,0,-1.30654097720671,-0.860461735665722,-1.08350135643621,-0.61694726572102,-0.61694726572102
"PG4","|","t2",1,1,".p83.",0.0787601073670604,0.0907417316521547,0.8679590518393,0.385416749682046,-0.0990904185659611,0.256610633300082,0.0787601073670604,0.0448461209571752,0.0448461209571752
"PG4","|","t3",1,1,".p84.",1.24033699740322,0.113516544354474,10.9264865703634,0,1.01784865881901,1.46282533598744,1.24033699740322,0.706249710325663,0.706249710325663
"PG5","|","t1",1,1,".p85.",-0.947178106361967,0.112528539867634,-8.41722559873365,0,-1.16772999173541,-0.726626220988525,-0.947178106361967,-0.524206622685729,-0.524206622685729
"PG5","|","t2",1,1,".p86.",0.268906137539932,0.0920615655930989,2.92093813316694,0.00348979119714277,0.0884687846170861,0.449343490462777,0.268906137539932,0.148823518230058,0.148823518230058
"PG5","|","t3",1,1,".p87.",1.48676298362332,0.123350412878863,12.0531658461768,0,1.2450006169026,1.72852535034403,1.48676298362332,0.822834688792414,0.822834688792414
"SE1","|","t1",1,1,".p88.",-1.260382182982,0.121036660810916,-10.4132266582517,0,-1.49760967898038,-1.02315468698361,-1.260382182982,-0.714940713047242,-0.714940713047242
"SE1","|","t2",1,1,".p89.",-0.058848471837845,0.0912352692451625,-0.645018887155476,0.518914946164075,-0.237666313678178,0.119969370002488,-0.058848471837845,-0.0333812783023849,-0.0333812783023849
"SE1","|","t3",1,1,".p90.",1.1406823021334,0.117657108360202,9.69497141338243,0,0.910078607222274,1.37128599704452,1.1406823021334,0.647042007939324,0.647042007939324
"SE2","|","t1",1,1,".p91.",-1.40246424070015,0.141932297908987,-9.88121985877709,0,-1.68064643284477,-1.12428204855552,-1.40246424070015,-0.698086449348376,-0.698086449348376
"SE2","|","t2",1,1,".p92.",0.00555043405780978,0.103132483517203,0.0538184853939249,0.957079781647998,-0.196585519272079,0.207686387387698,0.00555043405780978,0.00276276762808896,0.00276276762808896
"SE2","|","t3",1,1,".p93.",1.41165380695512,0.139492492108323,10.1199267832916,0,1.13825354630906,1.68505406760117,1.41165380695512,0.702660620647589,0.702660620647589
"SE3","|","t1",1,1,".p94.",-1.24806672901893,0.127386045755742,-9.79751527425577,0,-1.49773879083315,-0.9983946672047,-1.24806672901893,-0.667403028341544,-0.667403028341544
"SE3","|","t2",1,1,".p95.",0.0315193159881045,0.0965307574420835,0.326520964129132,0.744030230618435,-0.157677491998751,0.22071612397496,0.0315193159881045,0.0168549376829001,0.0168549376829001
"SE3","|","t3",1,1,".p96.",1.30942720451169,0.125858333650766,10.4039769678272,0,1.06274940340196,1.55610500562141,1.30942720451169,0.700215510408538,0.700215510408538
"MHWdacad","|","t1",1,1,".p97.",-1.46855548924176,0.095542009602455,-15.3707829189729,0,-1.65581438707315,-1.28129659141037,-1.46855548924176,-0.877829420452868,-0.877829420452868
"MHWdacad","|","t2",1,1,".p98.",-0.640423221797187,0.076101811540359,-8.41534792450443,0,-0.789580031574545,-0.491266412019829,-0.640423221797187,-0.382813145130149,-0.382813145130149
"MHWdacad","|","t3",1,1,".p99.",0.0263266859874023,0.0727720989045951,0.361768952437621,0.717524695224354,-0.116304006944991,0.168957378919796,0.0263266859874023,0.0157367833030935,0.0157367833030935
"MHWdacad","|","t4",1,1,".p100.",0.693544854695785,0.0815789996193644,8.50151212851056,0,0.533652953547024,0.853436755844545,0.693544854695785,0.414566614823666,0.414566614823666
"MHWdacad","|","t5",1,1,".p101.",1.52200790855786,0.103707336770282,14.6759906864564,0,1.31874526355554,1.72527055356018,1.52200790855786,0.909780617812311,0.909780617812311
"MHWdlonely","|","t1",1,1,".p102.",-1.91837356363871,0.108352985907472,-17.7048518559232,0,-2.13074151363473,-1.70600561364269,-1.91837356363871,-1.0939699456324,-1.0939699456324
"MHWdlonely","|","t2",1,1,".p103.",-1.03845235681731,0.0818181897535373,-12.6921942412251,0,-1.19881306201451,-0.878091651620111,-1.03845235681731,-0.592186886778437,-0.592186886778437
"MHWdlonely","|","t3",1,1,".p104.",-0.33326071181287,0.0730723487271555,-4.56069522354113,5.09845364415895e-06,-0.476479883583845,-0.190041540041893,-0.33326071181287,-0.190044947289526,-0.190044947289526
"MHWdlonely","|","t4",1,1,".p105.",0.373400536420754,0.0795604669933186,4.69329241684958,2.68842775152933e-06,0.217464886520662,0.529336186320846,0.373400536420754,0.212935046786461,0.212935046786461
"MHWdlonely","|","t5",1,1,".p106.",1.25351474051344,0.104199919815812,12.0299012007802,0,1.04928665048249,1.45774283054439,1.25351474051344,0.714828164087,0.714828164087
"MHWdmental","|","t1",1,1,".p107.",-1.54475468570623,0.10279304200357,-15.0278137079802,0,-1.74622534589454,-1.34328402551792,-1.54475468570623,-0.882328939860176,-0.882328939860176
"MHWdmental","|","t2",1,1,".p108.",-0.656987504758841,0.0801444056311499,-8.1975466607427,2.22044604925031e-16,-0.814067653358264,-0.499907356159418,-0.656987504758841,-0.375256404100327,-0.375256404100327
"MHWdmental","|","t3",1,1,".p109.",0.0556994403855618,0.0760766862370632,0.732148613991891,0.464077864401355,-0.093408124702236,0.20480700547336,0.0556994403855618,0.0318142606337068,0.0318142606337068
"MHWdmental","|","t4",1,1,".p110.",0.766739913636115,0.0868524453615034,8.82807513875673,0,0.596512248758336,0.936967578513895,0.766739913636115,0.437944497859055,0.437944497859055
"MHWdmental","|","t5",1,1,".p111.",1.65289292667753,0.114096479710539,14.4868003892048,0,1.42926793568207,1.87651791767299,1.65289292667753,0.944095057417494,0.944095057417494
"MHWdpeers","|","t1",1,1,".p112.",-1.38403455135743,0.090032564847059,-15.3725993889936,0,-1.56049513589343,-1.20757396682142,-1.38403455135743,-0.82807314923767,-0.82807314923767
"MHWdpeers","|","t2",1,1,".p113.",-0.55915901017748,0.0740734029305676,-7.5487150320555,4.39648317751562e-14,-0.704340212133716,-0.413977808221244,-0.55915901017748,-0.334546967796549,-0.334546967796549
"MHWdpeers","|","t3",1,1,".p114.",0.103686924135234,0.0733845765264727,1.41292529088629,0.157677691928636,-0.040144202877376,0.247518051147844,0.103686924135234,0.0620362820561241,0.0620362820561241
"MHWdpeers","|","t4",1,1,".p115.",0.77281337605241,0.0834998945941789,9.25526169593854,0,0.609156589934928,0.936470162169891,0.77281337605241,0.46237718953842,0.46237718953842
"MHWdpeers","|","t5",1,1,".p116.",1.60761123025123,0.107194952218835,14.9970795916708,0,1.39751298457782,1.81770947592464,1.60761123025123,0.961839928691342,0.961839928691342
"MHWdexhaust","|","t1",1,1,".p117.",-1.53473441692227,0.102296581447908,-15.0027928128154,0,-1.73523203230174,-1.3342368015428,-1.53473441692227,-0.848024026494949,-0.848024026494949
"MHWdexhaust","|","t2",1,1,".p118.",-0.616441886529047,0.0784874535194315,-7.85401817599333,3.99680288865056e-15,-0.770274468665394,-0.4626093043927,-0.616441886529047,-0.340617585003948,-0.340617585003948
"MHWdexhaust","|","t3",1,1,".p119.",0.122116460196977,0.0754086326296687,1.6193962937465,0.105362023775188,-0.0256817438805856,0.26991466427454,0.122116460196977,0.0674759692202796,0.0674759692202796
"MHWdexhaust","|","t4",1,1,".p120.",0.859761850133137,0.0871126071979252,9.86954561214895,0,0.689024277425819,1.03049942284046,0.859761850133137,0.475065065289129,0.475065065289129
"MHWdexhaust","|","t5",1,1,".p121.",1.77645434942308,0.115393427007939,15.3947620370167,0,1.55028738843487,2.00262131041129,1.77645434942308,0.981587402792002,0.981587402792002
"QIstudent","|","t1",1,1,".p122.",-1.84614392185884,0.117732057878705,-15.6808940158071,0,-2.07689451512689,-1.6153933285908,-1.84614392185884,-1.02832538484251,-1.02832538484251
"QIstudent","|","t2",1,1,".p123.",-0.93887985176042,0.0884582768096539,-10.6138157515856,0,-1.11225488844182,-0.765504815079024,-0.93887985176042,-0.522967886442082,-0.522967886442082
"QIstudent","|","t3",1,1,".p124.",-0.238306575267838,0.0756053678336142,-3.15197957626875,0.00162167615822861,-0.386490373259625,-0.0901227772760512,-0.238306575267838,-0.13273975978864,-0.13273975978864
"QIstudent","|","t4",1,1,".p125.",0.416023691094494,0.0756076453779823,5.50240242259474,3.74650588330638e-08,0.267835429197772,0.564211952991215,0.416023691094494,0.23173042858847,0.23173042858847
"QIstudent","|","t5",1,1,".p126.",1.11862166980021,0.0880434698023718,12.7053337665036,0,0.946059639913624,1.2911836996868,1.11862166980021,0.62308633984086,0.62308633984086
"QIstudent","|","t6",1,1,".p127.",2.02809134592207,0.117357072431502,17.2813730259488,0,1.79807571062527,2.25810698121887,2.02809134592207,1.12967238853794,1.12967238853794
"QIfaculty","|","t1",1,1,".p128.",-1.77223580476938,0.114876841973226,-15.4272677967804,0,-1.9973902776946,-1.54708133184416,-1.77223580476938,-1.03741757249318,-1.03741757249318
"QIfaculty","|","t2",1,1,".p129.",-0.929757340880067,0.0863764590357367,-10.7640131496407,0,-1.09905208970221,-0.760462592057924,-0.929757340880067,-0.544254100378606,-0.544254100378606
"QIfaculty","|","t3",1,1,".p130.",-0.281832418538515,0.073741721789533,-3.82188551744013,0.000132435172949918,-0.426363537403972,-0.137301299673058,-0.281832418538515,-0.164976862956538,-0.164976862956538
"QIfaculty","|","t4",1,1,".p131.",0.320994554210473,0.0726746670137943,4.41686996858954,1.00140429946105e-05,0.178554824274995,0.463434284145951,0.320994554210473,0.187901288483387,0.187901288483387
"QIfaculty","|","t5",1,1,".p132.",0.972582990627028,0.0839299327261573,11.5880349124111,0,0.80808334525889,1.13708263599517,0.972582990627028,0.56932304520038,0.56932304520038
"QIfaculty","|","t6",1,1,".p133.",1.81732579162061,0.111817642339016,16.2525854919274,0,1.59816723979996,2.03648434344127,1.81732579162061,1.06381199730791,1.06381199730791
"QIadvisor","|","t1",1,1,".p134.",-1.78441154961941,0.114913945150556,-15.5282420012779,0,-2.00963874343591,-1.55918435580291,-1.78441154961941,-1.03193030590671,-1.03193030590671
"QIadvisor","|","t2",1,1,".p135.",-0.943592602474999,0.0870155957709206,-10.8439480775277,0,-1.1141400362793,-0.773045168670699,-0.943592602474999,-0.545682302454842,-0.545682302454842
"QIadvisor","|","t3",1,1,".p136.",-0.294205157797385,0.0742971436256498,-3.95984479941456,7.49984882539856e-05,-0.439824883457859,-0.148585432136912,-0.294205157797385,-0.170139684732449,-0.170139684732449
"QIadvisor","|","t4",1,1,".p137.",0.311221077551593,0.073542391426593,4.23185963244398,2.31767041736219e-05,0.167080639018523,0.455361516084662,0.311221077551593,0.179980039823733,0.179980039823733
"QIadvisor","|","t5",1,1,".p138.",0.964461267463336,0.0849030690221165,11.3595571817563,0,0.79805431000307,1.1308682249236,0.964461267463336,0.557750711141097,0.557750711141097
"QIadvisor","|","t6",1,1,".p139.",1.81118655105303,0.113699379065218,15.9296081117043,0,1.58833986302064,2.03403323908543,1.81118655105303,1.04741436586246,1.04741436586246
"QIstaff","|","t1",1,1,".p140.",-2.05566375741953,0.131200000037178,-15.6681688783309,0,-2.31281103226405,-1.798516482575,-2.05566375741953,-1.07935356411014,-1.07935356411014
"QIstaff","|","t2",1,1,".p141.",-1.08639126138789,0.0968535336831579,-11.2168469241594,0,-1.27622069918232,-0.896561823593468,-1.08639126138789,-0.570424163856984,-0.570424163856984
"QIstaff","|","t3",1,1,".p142.",-0.3320406087224,0.0821447611953682,-4.04213980162039,5.29656368657427e-05,-0.493041382183965,-0.171039835260835,-0.3320406087224,-0.17434233257277,-0.17434233257277
"QIstaff","|","t4",1,1,".p143.",0.368001146158922,0.0817059978660723,4.50396734352511,6.66964600193332e-06,0.207860333020514,0.52814195929733,0.368001146158922,0.193223890468284,0.193223890468284
"QIstaff","|","t5",1,1,".p144.",1.11704981876232,0.0958464910738944,11.6545718705666,0,0.92919414821295,1.3049054893117,1.11704981876232,0.586521846687227,0.586521846687227
"QIstaff","|","t6",1,1,".p145.",2.0867561711863,0.129299819749219,16.138894665388,0,1.83333318127031,2.34017916110229,2.0867561711863,1.09567904900272,1.09567904900272
"SB1","~~","SB1",1,1,"",1,0,NA,NA,1,1,1,0.258662054320471,0.258662054320471
"SB2","~~","SB2",1,1,"",1,0,NA,NA,1,1,1,0.316389295484319,0.316389295484319
"SB3","~~","SB3",1,1,"",1,0,NA,NA,1,1,1,0.32634498528762,0.32634498528762
"PG1","~~","PG1",1,1,"",1,0,NA,NA,1,1,1,0.291983064026677,0.291983064026677
