"lhs","op","rhs","block","group","label","est","se","z","pvalue","ci.lower","ci.upper","std.lv","std.all","std.nox"
"M2","~","cohort",1,1,"g2",-0.0660112524886967,0.0410020106428326,-1.60995159636728,0.107408423682383,-0.146373716642377,0.0143512116649832,-0.0613316069606078,-0.030641330161813,-0.0613316069606078
"M2","~","bchsgrade",1,1,"",0.0297849875180062,0.0506099260747273,0.588520668337424,0.556182865087249,-0.069408644848694,0.128978619884706,0.0276734810946629,0.0269440898915932,0.0276734810946629
"M2","~","bcsmath",1,1,"",0.101105596388633,0.0466983673194938,2.16507775736363,0.0303817310221564,0.00957847830560267,0.192632714471663,0.0939380554896651,0.0923227703728119,0.0939380554896651
"M2","~","bparented",1,1,"",-0.00610936000165471,0.0478665956441346,-0.127633058491874,0.898439368186876,-0.0999261635267004,0.087707443523391,-0.00567625749059232,-0.00559547672171684,-0.00567625749059232
"M2","~","firstgen",1,1,"",-0.210919988976029,0.0959019067495528,-2.19933050472964,0.0278544301661168,-0.398884272253871,-0.0229557056981866,-0.195967526388454,-0.0919802111500745,-0.195967526388454
"M2","~","bchwork",1,1,"",-0.0249807614657916,0.0435118565136449,-0.574113896012639,0.565890730524725,-0.11026243313301,0.060300910201427,-0.0232098344757051,-0.0236986998176059,-0.0232098344757051
"M2","~","bcnonacad",1,1,"",-0.152038287929551,0.0495504105428832,-3.06835576665848,0.00215240203292355,-0.249155308012776,-0.054921267846326,-0.141260045321147,-0.138158409412653,-0.141260045321147
"M2","~","bcscourses",1,1,"",0.0379996511330063,0.043223538231233,0.879142538718591,0.379323995529238,-0.0467169270846005,0.122716229350613,0.035305793786125,0.038362876050441,0.035305793786125
"M2","~","bchstudy",1,1,"",0.0467128522872697,0.0449510835199398,1.03919302115484,0.298714975528783,-0.0413896524778643,0.134815357052404,0.0434013018762571,0.044624356617832,0.0434013018762571
"M2","~","bdegexp",1,1,"",0.105956962388839,0.0458449628299128,2.31120183872643,0.0208217088580225,0.0161024863696328,0.195811438408046,0.0984455002286916,0.0982959414492093,0.0984455002286916
"DevAdj","~","X",1,1,"c",0.184144999643354,0.0482569569111202,3.81592647838348,0.000135672900630324,0.0895631020940574,0.278726897192651,0.149817309128115,0.0745353524122205,0.149817309128115
"DevAdj","~","Zplus10_c",1,1,"cz",0.114937269871187,0.0298271790351637,3.85344084117661,0.00011646941412069,0.0564770732018377,0.173397466540536,0.0935110512041244,0.0790567664393734,0.0935110512041244
"DevAdj","~","M1",1,1,"b1",-0.347030007720727,0.0348028289734486,-9.97131606702084,0,-0.415242299068793,-0.27881771637266,-0.289833648427897,-0.289833648427897,-0.289833648427897
"DevAdj","~","M2",1,1,"b2",0.401736701999181,0.0358843481764796,11.1953183606244,0,0.331404671964586,0.472068732033777,0.351784905997935,0.351784905997935,0.351784905997935
"DevAdj","~","cohort",1,1,"g3",0.0172321095091953,0.0449736435524457,0.383160183343832,0.701600998391163,-0.0709146121071404,0.105378831125531,0.0140197577032704,0.00700428450946087,0.0140197577032704
"DevAdj","~","bchsgrade",1,1,"",0.14313940828249,0.0605044304363255,2.36576738678878,0.0179927453199293,0.0245529037221825,0.261725912842797,0.116455841975653,0.113386410038538,0.116455841975653
"DevAdj","~","bcsmath",1,1,"",-0.00583543781108807,0.0507802855927621,-0.114915419300435,0.908512163228078,-0.10536296869756,0.0936920930753838,-0.00474761515183627,-0.00466597888573162,-0.00474761515183627
"DevAdj","~","bparented",1,1,"",0.0700665003433838,0.0498956716974739,1.40426008829401,0.16024141453948,-0.0277272191680996,0.167860219854867,0.0570049393782099,0.056193682517452,0.0570049393782099
"DevAdj","~","firstgen",1,1,"",-0.194396114935631,0.104999685241023,-1.85139712075709,0.0641124430024942,-0.400191716396079,0.0113994865248165,-0.158157446039926,-0.0742334995486582,-0.158157446039926
"DevAdj","~","bchwork",1,1,"",-0.0727695644325286,0.0475498918422476,-1.53038338497068,0.125921859170442,-0.165965639912109,0.0204265110470516,-0.0592041073655071,-0.0604511148019222,-0.0592041073655071
"DevAdj","~","bcnonacad",1,1,"",0.0630128427478149,0.0499094637176281,1.26254297390013,0.206753473015177,-0.0348079086264447,0.160833594122074,0.0512662008703714,0.0501405528561002,0.0512662008703714
"DevAdj","~","bcscourses",1,1,"",0.00473557734637649,0.0441920584092245,0.107159012656174,0.914662831299984,-0.081879265538394,0.091350420231147,0.00385278696992189,0.00418639472805037,0.00385278696992189
"DevAdj","~","bchstudy",1,1,"",0.0277056963756102,0.048587643548066,0.570221034658781,0.568527791083734,-0.067524335072269,0.12293572782349,0.0225408937877955,0.0231760993193048,0.0225408937877955
"DevAdj","~","bdegexp",1,1,"",0.0149020906777891,0.0503242166321282,0.296121662195437,0.767137171426793,-0.0837315614713737,0.113535742826952,0.0121240931334195,0.0121056741648821,0.0121240931334195
"SB1","|","t1",1,1,".p64.",-1.38001827815458,0.160828786201442,-8.58066712277536,0,-1.69523690678669,-1.06479964952246,-1.38001827815458,-0.724655635634053,-0.724655635634053
"SB1","|","t2",1,1,".p65.",-0.059036116824901,0.117143257439721,-0.503965128810587,0.614285881817195,-0.288632682438459,0.170560448788657,-0.059036116824901,-0.03100020879457,-0.03100020879457
"SB1","|","t3",1,1,".p66.",1.26184234890498,0.151308482694915,8.33953474670185,0,0.965283172267542,1.55840152554241,1.26184234890498,0.662600766881495,0.662600766881495
"SB2","|","t1",1,1,".p67.",-1.407940538808,0.149171164322169,-9.43842293653505,0,-1.70031064841136,-1.11557042920464,-1.407940538808,-0.783597257242521,-0.783597257242521
"SB2","|","t2",1,1,".p68.",-0.164124371763805,0.109055623679946,-1.504960186606,0.132334312927789,-0.377869466488052,0.0496207229604423,-0.164124371763805,-0.0913443458838482,-0.0913443458838482
"SB2","|","t3",1,1,".p69.",1.07690946974542,0.136977637150007,7.86193638722261,3.77475828372553e-15,0.808438234244008,1.34538070524683,1.07690946974542,0.59936004648708,0.59936004648708
"SB3","|","t1",1,1,".p70.",-1.24483130041107,0.143435059057267,-8.67871013260482,0,-1.52595885028369,-0.963703750538452,-1.24483130041107,-0.697378640150226,-0.697378640150226
"SB3","|","t2",1,1,".p71.",-0.0349302632117473,0.104910028875932,-0.332954471426715,0.739168650671855,-0.240550141425631,0.170689615002136,-0.0349302632117473,-0.0195686109841982,-0.0195686109841982
"SB3","|","t3",1,1,".p72.",1.17082682211165,0.134442640799749,8.70874608789922,0,0.907324088157689,1.43432955606561,1.17082682211165,0.655919895961811,0.655919895961811
"PG1","|","t1",1,1,".p73.",-1.56100526596961,0.145127928403199,-10.7560638613457,0,-1.84545077879079,-1.27655975314843,-1.56100526596961,-0.874424218206562,-0.874424218206562
"PG1","|","t2",1,1,".p74.",-0.331939147100128,0.107473413059611,-3.08856988580064,0.00201122383831343,-0.542583165992563,-0.121295128207694,-0.331939147100128,-0.185941479841769,-0.185941479841769
"PG1","|","t3",1,1,".p75.",0.894972469006995,0.124818695426959,7.17017964292625,7.48956452412131e-13,0.650332321372881,1.13961261664111,0.894972469006995,0.501334376371716,0.501334376371716
"PG2","|","t1",1,1,".p76.",-1.43735516307895,0.147580569718945,-9.73946072857881,0,-1.72660776454599,-1.14810256161192,-1.43735516307895,-0.79433226658792,-0.79433226658792
"PG2","|","t2",1,1,".p77.",-0.203182781658107,0.110978705824753,-1.83082673516625,0.0671264085262204,-0.420697048125488,0.0143314848092731,-0.203182781658107,-0.112285845302423,-0.112285845302423
"PG2","|","t3",1,1,".p78.",1.03172110931474,0.133931721994335,7.70333640120282,1.33226762955019e-14,0.769219757818411,1.29422246081107,1.03172110931474,0.570164833507863,0.570164833507863
"PG3","|","t1",1,1,".p79.",-1.57161462707164,0.158949470744105,-9.88751091598042,0,-1.88314986509179,-1.2600793890515,-1.57161462707164,-0.807642134691143,-0.807642134691143
"PG3","|","t2",1,1,".p80.",-0.224115124651828,0.11564724480023,-1.93792013842584,0.052632966611895,-0.450779559371565,0.00254931006790962,-0.224115124651828,-0.115171247818962,-0.115171247818962
"PG3","|","t3",1,1,".p81.",1.12296621899676,0.14274850689761,7.86674581333616,3.5527136788005e-15,0.843184286630576,1.40274815136294,1.12296621899676,0.577084750086917,0.577084750086917
"PG4","|","t1",1,1,".p82.",-1.50708185886881,0.137758601806817,-10.9400199994933,0,-1.77708375697077,-1.23707996076685,-1.50708185886881,-0.859115660342332,-0.859115660342332
"PG4","|","t2",1,1,".p83.",-0.32370446780951,0.101795043902532,-3.17996294711022,0.00147293884810651,-0.523219087663147,-0.124189847955874,-0.32370446780951,-0.184528515144272,-0.184528515144272
"PG4","|","t3",1,1,".p84.",0.860666908179211,0.120097708341717,7.16638910153334,7.70050689880009e-13,0.62527972520365,1.09605409115477,0.860666908179211,0.490625253567956,0.490625253567956
"PG5","|","t1",1,1,".p85.",-1.27705437502625,0.138816842047641,-9.19956365660567,0,-1.54913038588721,-1.00497836416529,-1.27705437502625,-0.704552617797662,-0.704552617797662
"PG5","|","t2",1,1,".p86.",-0.0358448984189882,0.105161004792724,-0.340857321491362,0.733210995292256,-0.241956680390771,0.170266883552795,-0.0358448984189882,-0.0197756787100551,-0.0197756787100551
"PG5","|","t3",1,1,".p87.",1.20960312515136,0.134573890689585,8.98839380323403,0,0.945843146140342,1.47336310416238,1.20960312515136,0.667339672442769,0.667339672442769
"SE1","|","t1",1,1,".p88.",-1.33671333915431,0.14443343840013,-9.25487445262612,0,-1.61979767658185,-1.05362900172677,-1.33671333915431,-0.762780294687247,-0.762780294687247
"SE1","|","t2",1,1,".p89.",-0.143498752026076,0.101475781121552,-1.41411823038038,0.157327191290888,-0.342387628327387,0.0553901242752353,-0.143498752026076,-0.0818859340679221,-0.0818859340679221
"SE1","|","t3",1,1,".p90.",1.05290767160624,0.130092935425289,8.09350383373365,6.66133814775094e-16,0.79793020352958,1.3078851396829,1.05290767160624,0.600829811823667,0.600829811823667
"SE2","|","t1",1,1,".p91.",-1.36231400667543,0.149965148725453,-9.08420401842481,0,-1.65624029711351,-1.06838771623735,-1.36231400667543,-0.74941509423919,-0.74941509423919
"SE2","|","t2",1,1,".p92.",-0.139348215477287,0.108343214586251,-1.28617390585502,0.198382375686163,-0.351697014035633,0.0730005830810591,-0.139348215477287,-0.0766560833422112,-0.0766560833422112
"SE2","|","t3",1,1,".p93.",1.08614089965819,0.135311686880593,8.02695557713845,1.11022302462516e-15,0.820934866684868,1.35134693263152,1.08614089965819,0.59749101946091,0.59749101946091
"SE3","|","t1",1,1,".p94.",-1.41941236619674,0.145479134772215,-9.75681061355775,0,-1.70454623085233,-1.13427850154115,-1.41941236619674,-0.78370216407854,-0.78370216407854
"SE3","|","t2",1,1,".p95.",-0.192281676706364,0.105170676713917,-1.82828220483362,0.0675072091222282,-0.398412415295347,0.0138490618826183,-0.192281676706364,-0.106164755032535,-0.106164755032535
"SE3","|","t3",1,1,".p96.",1.03301303715313,0.130055141026855,7.94288506395782,1.99840144432528e-15,0.778109644736219,1.28791642957004,1.03301303715313,0.570358954182902,0.570358954182902
"MHWdacad","|","t1",1,1,".p97.",-1.61974574291429,0.125675446987792,-12.8883229122044,0,-1.86606509275133,-1.37342639307724,-1.61974574291429,-0.90666528293312,-0.90666528293312
"MHWdacad","|","t2",1,1,".p98.",-0.617093155057065,0.100182849058043,-6.15966865445743,7.28973104102693e-10,-0.813447931079441,-0.420738379034689,-0.617093155057065,-0.34542269518131,-0.34542269518131
"MHWdacad","|","t3",1,1,".p99.",0.187559734133401,0.0968888060626241,1.935824598893,0.0528891870594861,-0.00233883625442835,0.37745830452123,0.187559734133401,0.104988020594489,0.104988020594489
"MHWdacad","|","t4",1,1,".p100.",0.99359291696435,0.111466116590504,8.91385604303899,0,0.77512334295042,1.21206249097828,0.99359291696435,0.556171366475694,0.556171366475694
"MHWdacad","|","t5",1,1,".p101.",1.99211760529222,0.146010797292279,13.6436321301943,0,1.70594170124538,2.27829350933907,1.99211760529222,1.11510333034652,1.11510333034652
"MHWdlonely","|","t1",1,1,".p102.",-1.31603650864886,0.110713316615945,-11.8868854160884,0,-1.5330306218251,-1.09904239547263,-1.31603650864886,-0.800952415993058,-0.800952415993058
"MHWdlonely","|","t2",1,1,".p103.",-0.427201536003976,0.0862793888091738,-4.95137415668102,7.36912661780664e-07,-0.596306030678085,-0.258097041329868,-0.427201536003976,-0.259998943896795,-0.259998943896795
"MHWdlonely","|","t3",1,1,".p104.",0.288905988829548,0.0864672041533749,3.34122042754024,0.000834109728018895,0.119433382845061,0.458378594814035,0.288905988829548,0.175830950150054,0.175830950150054
"MHWdlonely","|","t4",1,1,".p105.",1.00410113697909,0.103776348226917,9.67562603748132,0,0.800703232007242,1.20749904195093,1.00410113697909,0.611105563013949,0.611105563013949
"MHWdlonely","|","t5",1,1,".p106.",1.89687992531547,0.141331436182594,13.4215003862608,0,1.61987540051427,2.17388445011668,1.89687992531547,1.15445927908945,1.15445927908945
"MHWdmental","|","t1",1,1,".p107.",-1.28283258085412,0.103115056971709,-12.4407881693367,0,-1.48493437878247,-1.08073078292578,-1.28283258085412,-0.784545040548133,-0.784545040548133
"MHWdmental","|","t2",1,1,".p108.",-0.397480443969169,0.0877744984825825,-4.52842740022084,5.94242911566845e-06,-0.569515299756096,-0.225445588182242,-0.397480443969169,-0.243088081550949,-0.243088081550949
"MHWdmental","|","t3",1,1,".p109.",0.314376250111671,0.0886406112295326,3.54663901513045,0.000390178826249254,0.14064384453417,0.488108655689171,0.314376250111671,0.192263847654239,0.192263847654239
"MHWdmental","|","t4",1,1,".p110.",1.02424406308822,0.102129994667233,10.0288271474554,0,0.824072951799172,1.22441517437726,1.02424406308822,0.626399432006714,0.626399432006714
"MHWdmental","|","t5",1,1,".p111.",1.91047777264736,0.129902986232624,14.7069580773622,0,1.65587259814722,2.16508294714751,1.91047777264736,1.16839553654771,1.16839553654771
"MHWdpeers","|","t1",1,1,".p112.",-1.76742602983831,0.120392750834291,-14.6805020866331,0,-2.00339148547323,-1.5314605742034,-1.76742602983831,-1.04008584514124,-1.04008584514124
"MHWdpeers","|","t2",1,1,".p113.",-0.828304528294777,0.0948333845021886,-8.73431368755653,0,-1.01417454645111,-0.642434510138449,-0.828304528294777,-0.487436419290829,-0.487436419290829
"MHWdpeers","|","t3",1,1,".p114.",-0.0733977374008762,0.0912487188194548,-0.804370059661894,0.421183287202494,-0.25224193992243,0.105446465120677,-0.0733977374008762,-0.0431927257193497,-0.0431927257193497
"MHWdpeers","|","t4",1,1,".p115.",0.682792911968525,0.105016059413984,6.50179520902502,7.93671794951933e-11,0.476965217718799,0.888620606218251,0.682792911968525,0.401806486332105,0.401806486332105
"MHWdpeers","|","t5",1,1,".p116.",1.62718307462582,0.139215631482552,11.6882210517413,0,1.35432545083502,1.90004069841663,1.62718307462582,0.95755638697171,0.95755638697171
"MHWdexhaust","|","t1",1,1,".p117.",-1.39640886856961,0.106928451448926,-13.0592826291569,0,-1.60598478233215,-1.18683295480708,-1.39640886856961,-0.84096195219059,-0.84096195219059
"MHWdexhaust","|","t2",1,1,".p118.",-0.506965837798835,0.0850179673010997,-5.96304350589052,2.4758246564005e-09,-0.673597991747795,-0.340333683849876,-0.506965837798835,-0.305310994684501,-0.305310994684501
"MHWdexhaust","|","t3",1,1,".p119.",0.208697159712722,0.0833492876776024,2.50388654213782,0.0122837418181438,0.0453355577275535,0.372058761697891,0.208697159712722,0.125684084940265,0.125684084940265
"MHWdexhaust","|","t4",1,1,".p120.",0.9218620334666,0.0973897304175235,9.46570063921984,0,0.730981669384189,1.11274239754901,0.9218620334666,0.555174714772884,0.555174714772884
"MHWdexhaust","|","t5",1,1,".p121.",1.80983404442828,0.129173788253768,14.0108459223382,0,1.55665807170429,2.06301001715226,1.80983404442828,1.08993977723905,1.08993977723905
"QIstudent","|","t1",1,1,".p122.",-1.84962655739517,0.124702605596453,-14.8323008051709,0,-2.09403917314252,-1.60521394164782,-1.84962655739517,-1.08471211107408,-1.08471211107408
"QIstudent","|","t2",1,1,".p123.",-1.00100927705493,0.0969973471469735,-10.319965509347,0,-1.19112058405892,-0.81089797005093,-1.00100927705493,-0.587041141779523,-0.587041141779523
"QIstudent","|","t3",1,1,".p124.",-0.338902321727589,0.0842829327125209,-4.02100770370135,5.79497096104831e-05,-0.504093834355543,-0.173710809099635,-0.338902321727589,-0.198749013080104,-0.198749013080104
"QIstudent","|","t4",1,1,".p125.",0.273300543364434,0.0825411819638398,3.31108104902307,0.000929362867416073,0.111522799473941,0.435078287254927,0.273300543364434,0.160276899228795,0.160276899228795
"QIstudent","|","t5",1,1,".p126.",0.935327388347625,0.0931786647152033,10.0379994841782,0,0.752700561378293,1.11795421531696,0.935327388347625,0.548522047276811,0.548522047276811
"QIstudent","|","t6",1,1,".p127.",1.79636153036654,0.120680585621466,14.885256987409,0,1.55983192891526,2.03289113181781,1.79636153036654,1.05347487581508,1.05347487581508
"QIfaculty","|","t1",1,1,".p128.",-1.82315879109521,0.126300352455066,-14.4351045397427,0,-2.07070293314186,-1.57561464904857,-1.82315879109521,-1.07444052028458,-1.07444052028458
"QIfaculty","|","t2",1,1,".p129.",-0.981417423849314,0.0947646995055959,-10.3563608492354,0,-1.16715282188604,-0.795682025812585,-0.981417423849314,-0.578377842153593,-0.578377842153593
"QIfaculty","|","t3",1,1,".p130.",-0.327170415541177,0.0809132533410994,-4.04347127363612,5.2665611464997e-05,-0.485757477961697,-0.168583353120657,-0.327170415541177,-0.192811044881403,-0.192811044881403
"QIfaculty","|","t4",1,1,".p131.",0.282043439290697,0.0798460521484212,3.53234044391352,0.000411898706281333,0.125548052772084,0.438538825809309,0.282043439290697,0.166216404810414,0.166216404810414
"QIfaculty","|","t5",1,1,".p132.",0.938825714121683,0.0920964232114909,10.1939432757965,0,0.758320041522202,1.11933138672116,0.938825714121683,0.553277308407943,0.553277308407943
"QIfaculty","|","t6",1,1,".p133.",1.78660752123382,0.122736837160421,14.5564083495052,0,1.54604774082303,2.0271673016446,1.78660752123382,1.05289979349832,1.05289979349832
"QIadvisor","|","t1",1,1,".p134.",-2.37337172723655,0.205083036418534,-11.572735457227,0,-2.77532709245699,-1.97141636201611,-2.37337172723655,-1.11776446034074,-1.11776446034074
"QIadvisor","|","t2",1,1,".p135.",-1.23724561090527,0.140595666144725,-8.8000266639207,0,-1.51280805293135,-0.961683168879194,-1.23724561090527,-0.582693876695299,-0.582693876695299
"QIadvisor","|","t3",1,1,".p136.",-0.367840206885069,0.108739730594349,-3.38275812230294,0.0007176180520998,-0.580966162538582,-0.154714251231556,-0.367840206885069,-0.173238227127299,-0.173238227127299
"QIadvisor","|","t4",1,1,".p137.",0.449686627923384,0.106057489686197,4.24002707638959,2.23492826656457e-05,0.24181776784771,0.657555487999059,0.449686627923384,0.211784662813223,0.211784662813223
"QIadvisor","|","t5",1,1,".p138.",1.32576040399458,0.135083132792311,9.8144037422712,0,1.06100232880281,1.59051847918635,1.32576040399458,0.624380852567738,0.624380852567738
"QIadvisor","|","t6",1,1,".p139.",2.46176777432175,0.19844734927835,12.4051431438814,0,2.07281811690875,2.85071743173476,2.46176777432175,1.15939551152946,1.15939551152946
"QIstaff","|","t1",1,1,".p140.",-1.62545146033679,0.124914399446148,-13.0125227159063,0,-1.87027918440169,-1.38062373627189,-1.62545146033679,-0.931850186533436,-0.931850186533436
"QIstaff","|","t2",1,1,".p141.",-0.758329184528937,0.0974018166529076,-7.78557536797543,6.88338275267597e-15,-0.949233237197409,-0.567425131860464,-0.758329184528937,-0.434740260967634,-0.434740260967634
"QIstaff","|","t3",1,1,".p142.",-0.0920771849003357,0.0871472511530468,-1.05657015777389,0.290707806067813,-0.262882658511974,0.0787282887113026,-0.0920771849003357,-0.0527866528275618,-0.0527866528275618
"QIstaff","|","t4",1,1,".p143.",0.532546867683405,0.0886489416753257,6.00736858916876,1.88558524349958e-09,0.358798134732175,0.706295600634635,0.532546867683405,0.305302194558154,0.305302194558154
"QIstaff","|","t5",1,1,".p144.",1.20135660257362,0.10207696275446,11.7691256690641,0,1.00128943192364,1.4014237732236,1.20135660257362,0.688722119065583,0.688722119065583
"QIstaff","|","t6",1,1,".p145.",2.06579695369591,0.131649578001049,15.6916336919778,0,1.80776852223395,2.32382538515786,2.06579695369591,1.18429453208211,1.18429453208211
"SB1","~~","SB1",1,1,"",1,0,NA,NA,1,1,1,0.275736126816236,0.275736126816236
"SB2","~~","SB2",1,1,"",1,0,NA,NA,1,1,1,0.309754187993106,0.309754187993106
